element,system,code,display,occurrences
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T39.95XA,"Adverse effect of unspecified nonopioid analgesic, antipyretic and antirheumatic, initial encounter",29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T43.012A,"Poisoning by tricyclic antidepressants, intentional self-harm, initial encounter",29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T43.025A,"Adverse effect of tetracyclic antidepressants, initial encounter",29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T82.03XA,"Leakage of heart valve prosthesis, initial encounter",29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T82.528A,"Displacement of other cardiac and vascular devices and implants, initial encounter",29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,W14.XXXA,"Fall from tree, initial encounter",29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z22.4,Carrier of infections with a predominantly sexual mode of transmission,29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z42.8,Encounter for other plastic and reconstructive surgery following medical procedure or healed injury,29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z45.09,Encounter for adjustment and management of other cardiac device,29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z48.03,Encounter for change or removal of drains,29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z86.72,Personal history of thrombophlebitis,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,008.5,"Bacterial enteritis, unspecified",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,049.9,Unspecified non-arthropod-borne viral diseases of central nervous system,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,097.1,"Latent syphilis, unspecified",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,238.76,Myelofibrosis with myeloid metaplasia,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,288.51,Lymphocytopenia,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,304.33,"Cannabis dependence, in remission",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,333.6,Genetic torsion dystonia,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,337.21,Reflex sympathetic dystrophy of the upper limb,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,359.71,Inclusion body myositis,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,365.00,"Preglaucoma, unspecified",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,378.87,Other dissociated deviation of eye movements,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,423.1,Adhesive pericarditis,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,445.02,Atheroembolism of lower extremity,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,451.2,"Phlebitis and thrombophlebitis of lower extremities, unspecified",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,480.2,Pneumonia due to parainfluenza virus,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,552.00,"Femoral hernia with obstruction, unilateral or unspecified (not specified as recurrent)",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,595.89,Other specified types of cystitis,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,642.94,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,671.82,"Other venous complications of pregnancy and the puerperium, delivered, with mention of postpartum complication",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,677,"Late effect of complication of pregnancy, childbirth, and the puerperium",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,702.8,Other specified dermatoses,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,716.15,"Traumatic arthropathy, pelvic region and thigh",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,718.44,"Contracture of joint, hand",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,736.6,Other acquired deformities of knee,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,742.9,"Unspecified congenital anomaly of brain, spinal cord, and nervous system",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,788.7,Urethral discharge,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,810.01,Closed fracture of sternal end of clavicle,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,852.05,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,868.13,"Injury to other intra-abdominal organs with open wound into cavity, peritoneum",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,930.0,Corneal foreign body,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,937,Foreign body in anus and rectum,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E006.1,Activities involving horseback riding,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E825.0,Other motor vehicle nontraffic accident of other and unspecified nature injuring driver of motor vehicle other than motorcycle,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E860.3,Accidental poisoning by isopropyl alcohol,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E917.8,Striking against or struck accidentally by other stationary object with subsequent fall,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E980.9,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted",29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V06.4,Need for prophylactic vaccination and inoculation against measles-mumps-rubella (MMR),29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V53.39,Fitting and adjustment of other cardiac device,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V59.4,Kidney donors,29
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V62.29,Other occupational circumstances or maladjustment,29
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,A46,Erysipelas,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,C21.8,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,C48.2,"Malignant neoplasm of peritoneum, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,C76.0,"Malignant neoplasm of head, face and neck",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,D13.4,Benign neoplasm of liver,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,D51.3,Other dietary vitamin B12 deficiency anemia,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,D72.821,Monocytosis (symptomatic),28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,D89.0,Polyclonal hypergammaglobulinemia,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E06.9,"Thyroiditis, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E50.9,"Vitamin A deficiency, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E88.40,"Mitochondrial metabolism disorder, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E89.3,Postprocedural hypopituitarism,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,F10.221,Alcohol dependence with intoxication delirium,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,F45.0,Somatization disorder,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,F80.2,Mixed receptive-expressive language disorder,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,G03.8,Meningitis due to other specified causes,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,G81.90,"Hemiplegia, unspecified affecting unspecified side",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,G81.92,"Hemiplegia, unspecified affecting left dominant side",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,G83.9,"Paralytic syndrome, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I61.6,"Nontraumatic intracerebral hemorrhage, multiple localized",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I65.03,Occlusion and stenosis of bilateral vertebral arteries,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I82.3,Embolism and thrombosis of renal vein,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I82.502,Chronic embolism and thrombosis of unspecified deep veins of left lower extremity,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,J09.X1,Influenza due to identified novel influenza A virus with pneumonia,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,J21.9,"Acute bronchiolitis, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,J93.82,Other air leak,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,J95.02,Infection of tracheostomy stoma,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K14.6,Glossodynia,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K25.0,Acute gastric ulcer with hemorrhage,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K35.89,Other acute appendicitis,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K40.31,"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K55.029,"Acute infarction of small intestine, extent unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K72.91,"Hepatic failure, unspecified with coma",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,L92.8,Other granulomatous disorders of the skin and subcutaneous tissue,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,M06.1,Adult-onset Still's disease,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,M13.89,"Other specified arthritis, multiple sites",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,M24.50,"Contracture, unspecified joint",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,M79.A22,Nontraumatic compartment syndrome of left lower extremity,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,N65.0,Deformity of reconstructed breast,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,N73.8,Other specified female pelvic inflammatory diseases,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,N75.0,Cyst of Bartholin's gland,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,N99.61,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating a genitourinary system procedure,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,O69.82X0,"Labor and delivery complicated by other cord entanglement, without compression, not applicable or unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,O75.4,Other complications of obstetric surgery and procedures,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Q61.5,Medullary cystic kidney,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R03.1,Nonspecific low blood-pressure reading,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R14.1,Gas pain,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S12.030A,"Displaced posterior arch fracture of first cervical vertebra, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S12.101A,"Unspecified nondisplaced fracture of second cervical vertebra, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S12.301A,"Unspecified nondisplaced fracture of fourth cervical vertebra, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S21.112A,"Laceration without foreign body of left front wall of thorax without penetration into thoracic cavity, initial encounter",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S32.421A,"Displaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S32.431A,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S52.125A,"Nondisplaced fracture of head of left radius, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S82.032A,"Displaced transverse fracture of left patella, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S82.401A,"Unspecified fracture of shaft of right fibula, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S92.252A,"Displaced fracture of navicular [scaphoid] of left foot, initial encounter for closed fracture",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,S93.431A,"Sprain of tibiofibular ligament of right ankle, initial encounter",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T16.2XXA,"Foreign body in left ear, initial encounter",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T39.8X5A,"Adverse effect of other nonopioid analgesics and antipyretics, not elsewhere classified, initial encounter",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T40.3X1A,"Poisoning by methadone, accidental (unintentional), initial encounter",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T85.694A,"Other mechanical complication of insulin pump, initial encounter",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z72.820,Sleep deprivation,28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z77.098,"Contact with and (suspected) exposure to other hazardous, chiefly nonmedicinal, chemicals",28
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z85.840,Personal history of malignant neoplasm of eye,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,038.10,"Staphylococcal septicemia, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,047.8,Other specified viral meningitis,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,053.0,Herpes zoster with meningitis,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,053.11,Geniculate herpes zoster,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,082.49,Other ehrlichiosis,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,147.9,"Malignant neoplasm of nasopharynx, unspecified site",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,153.5,Malignant neoplasm of appendix vermiformis,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,188.4,Malignant neoplasm of posterior wall of urinary bladder,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,249.80,"Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,287.32,Evans' syndrome,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,287.9,Unspecified hemorrhagic conditions,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,343.8,Other specified infantile cerebral palsy,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,345.71,"Epilepsia partialis continua, with intractable epilepsy",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,353.5,Neuralgic amyotrophy,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,368.00,"Amblyopia, unspecified",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,373.2,Chalazion,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,378.53,Fourth or trochlear nerve palsy,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,383.9,Unspecified mastoiditis,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,448.9,Other and unspecified capillary diseases,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,453.3,Other venous embolism and thrombosis of renal vein,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,471.9,Unspecified nasal polyp,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,593.70,Vesicoureteral reflux unspecified or without reflux nephropathy,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,599.2,Urethral diverticulum,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,612.1,Disproportion of reconstructed breast,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,617.5,Endometriosis of intestine,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,621.6,Malposition of uterus,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,645.13,"Post term pregnancy, antepartum condition or complication",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,648.73,"Bone and joint disorders of back, pelvis, and lower limbs of mother, antepartum condition or complication",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,716.16,"Traumatic arthropathy, lower leg",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,718.36,"Recurrent dislocation of joint, lower leg",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,722.83,"Postlaminectomy syndrome, lumbar region",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,726.90,Enthesopathy of unspecified site,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,736.81,Unequal leg length (acquired),28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,759.0,Anomalies of spleen,28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,890.1,"Open wound of hip and thigh, complicated",28
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,891.2,"Open wound of knee, leg [except thigh], and ankle, with tendon involvement",28
