mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
00002573,Contraceptive Injectable - Progestin,419430000,Synthetic progestogen,,419430000,Synthetic progestogen,0.85,ok,Substance is progestin; injectable contraceptive is formulation qualifier not part of substance
00002574,Contraceptive Intrauterine - Progesterone IUD,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 8 tool call(s)
00002575,Contraceptive Implant - Progestin,419430000,Synthetic progestogen,,419430000,Synthetic progestogen,0.85,ok,"Progestin substance matches; implant is delivery form, not substance attribute"
00002578,Antihyperglycemic - Sulfonylurea Derivatives,117177007,Sulfonyluric hypoglycaemic,,117177007,Sulfonyluric hypoglycemic,0.85,ok,FSN matches sulfonylurea antihyperglycemic class
00002581,Antihyperglycemic - Sulfonylurea and Biguanide Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 13 tool call(s)
00002586,"Antidepressant - MAO Inhibitor Nonselective and Irreversible-Types A,B",373281001,Monoamine oxidase inhibitor,,373281001,Monoamine oxidase inhibitor,0.80,ok,"Best match; no code for irreversible nonselective A/B, general MAO inhibitor captures meaning without overstepping"
00002587,Antidepressant - Serotonin-Norepinephrine Reuptake Inhibitors (SNRIs),767560006,Noradrenaline reuptake inhibitor and serotonin reuptake inhibitor,,767560006,Substance with norepinephrine reuptake inhibitor and serotonin reuptake inhibitor mechanism of action,0.95,ok,FSN captures SNRI (serotonin-norepinephrine reuptake inhibitor) mechanism exactly
00002589,Antidepressant-Tricyclics and Related (Non-Select Reuptake Inhibitors),1373874006,Non-selective monoamine reuptake inhibitor,,1373874006,Non-selective monoamine reuptake inhibitor,0.85,ok,FSN matches the class of non-selective reuptake inhibitors
00002591,Bipolar Therapy Agents - Lithium,85899009,Lithium,,85899009,Lithium,0.85,ok,FSN 'Lithium (substance)' matches the substance; bipolar therapy is context
00002592,Antipsychotic - Atypical Dopamine-Serotonin Antag- Benzisoxazole Deriv,764391005,Benzisoxazole derivative,,764391005,Benzisoxazole derivative,0.80,ok,Chemical class of atypical antipsychotics; matches benzisoxazole derivative
00002593,Antipsychotic - Diphenylbutylpiperidine Derivatives,372606006,Diphenylbutylpiperidine,,372606006,Diphenylbutylpiperidine,0.85,ok,Substance class matching input; subtype of antipsychotic agent
00002596,"Antipsychotic - Phenothiazines, Aliphatic",373292000,Propylamino derivative of phenothiazine,,373292000,Propylamino derivative of phenothiazine,0.85,ok,Aliphatic phenothiazine subclass; matches meaning
00002597,"Antipsychotic - Phenothiazines, Piperazine",372746007,Propylpiperazine derivative of phenothiazine,,372746007,Propylpiperazine derivative of phenothiazine,0.82,ok,Phenothiazine with piperazine side-chain group; best match for piperazine phenothiazine antipsychotics
00002598,"Antipsychotic - Phenothiazines, Piperidine",41945007,Alkylpiperidine derivative of phenothiazine,,41945007,Alkylpiperidine derivative of phenothiazine,0.85,ok,FSN captures piperidine-class phenothiazine; antipsychotic use qualifies the class
00002600,Antipsychotic - Thioxanthenes,782544009,Thioxanthene,,782544009,Thioxanthene,0.80,ok,Substance class matching thioxanthene antipsychotics
00002601,Gout Acute Therapy - Antimitotics,387413002,Colchicine,,387413002,Colchicine,0.85,ok,Antimitotic used for acute gout therapy; substance matches VS type
00002602,Hyperuricemia Therapy - Xanthine Oxidase Inhibitors,419262004,Xanthine oxidase inhibitor,,419262004,Xanthine oxidase inhibitor,0.90,ok,Substance class matching xanthine oxidase inhibitor therapy
00002605,Gout and Hyperuricemia - Antimitotic-Uricosuric Combinations,,,"code-search proposed 372758007 'Uricosuric agent' at 0.70, below the 0.8 threshold.",372758007,Uricosuric agent,0.70,below-threshold,Substance class matching uricosuric component of combination
00002608,Antineoplastic - Retinoids,372579009,Retinoid,,372579009,Retinoid,0.85,ok,Retinoid substance matches; antineoplastic is a use qualifier
00002609,Migraine Therapy - Ergot Alkaloids and Derivatives,32824001,Ergot alkaloid,,32824001,Ergot alkaloid,0.85,ok,FSN matches the substance class 'Ergot alkaloids and derivatives'
00002610,Migraine Therapy - Selective Serotonin Agonists 5-HT(1),108405004,Serotonin 5-HT1 receptor agonist,,108405004,Serotonin 5-HT1 receptor agonist,0.90,ok,FSN matches 5-HT(1) selective serotonin agonist class; migraine is indication context
00002615,Glucocorticoid Salt Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The search text is ""Glucocorticoid Salt Combinations"". This is a substance class combining glucocorticoids with salts (mineralocorticoids). No single code captures this combination. The closest broader match would be ""Adrenal cortex hormone"" (21568003) which encompasses both glucocorticoids and mineralocorticoids, or ""Corticosteroid and/or corticosteroid derivative"" (304275008).

Let me check the hierarchy of these candidates."
00002622,"Penicillin Antibiotic, Extended-spectrum and Beta-lactamase Inhib Comb",,,"code-search proposed 373284009 'Extended spectrum penicillin' at 0.70, below the 0.8 threshold.",373284009,Extended spectrum penicillin,0.70,below-threshold,Core component of the extended-spectrum penicillin component
00002623,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,373298001,Aminopenicillin,,373298001,Aminopenicillin,0.85,ok,Primary substance in the combination
00002630,Cephalosporin Antibiotic and Beta-lactamase Inhibitor Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 15 tool call(s)
00002633,Carbapenem Antibiotic Combinations,396345004,Carbapenem,,396345004,Carbapenem,0.85,ok,FSN matches carbapenem class; 'combinations' is unstated qualifier
00002636,Monobactam Antibiotics,409132008,Monobactam,,409132008,Monobactam,0.85,ok,Monobactam antibiotic class; FSN 'Monobactam (substance)' matches
00002652,Sulfonamide Antibiotic,372788003,Sulfonamide antibacterial,,372788003,Sulfonamide antibacterial,0.85,ok,FSN matches sulfonamide with antibacterial mechanism exactly
00002654,Antibacterial Folate Antagonist Others,,,"code-search proposed 419241000 'Antibacterial' at 0.60, below the 0.8 threshold.",419241000,Antibacterial,0.60,below-threshold,No exact code for antibacterial folate antagonist; closest broader substance match
00002656,Antibacterial Folate Antagonist - Other Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"The search text is ""Antibacterial Folate Antagonist - Other Combinations"". This is a drug class name, likely from a drug classification system (like ATC or a drug database). The ValueSet is SNOMED CT Substance (<<105590001).

The term describes a class of antibacterial drugs that act as folate antagonists, specifically ""other combinations"" — meaning combinations of antibacterial folate antagonists not otherwise classified.

Let me search for more specific terms. The main antibacterial folate antagonists are sulfonamides and trimethoprim. ""Other combinations"" suggests a combination product.

Let me search for combination products or specific terms like ""sulfamethoxazole"" or ""co-trimoxazole""."
00002657,"NSAID Analgesic, Cyclooxygenase-2 (COX-2) Selective Inhibitors",387050005,Cyclooxygenase-2 inhibitor,,387050005,Cyclooxygenase-2 inhibitor,0.85,ok,FSN matches COX-2 selective NSAID class; table candidates are individual non-selective NSAIDs
00002669,Antitubercular - Rifamycin and Derivatives,406756000,Substance with rifamycin structure,,406756000,Substance with rifamycin structure,0.85,ok,Captures rifamycin and derivatives class; antitubercular is use qualifier
00002670,Antitubercular - Aminobenzoic Acid Analogs,255666002,Para-aminosalicylic acid,,255666002,Para-aminosalicylic acid,0.85,ok,Antitubercular aminobenzoic acid analog; PAS is the class's clinical referent
00002671,Antitubercular - Cyclic Peptide Antibiotics,387081001,Capreomycin,,387081001,Capreomycin,0.85,ok,Capreomycin is the antitubercular cyclic peptide antibiotic
00002672,Antitubercular - D-alanine Analogs,387282000,Cycloserine,,387282000,Cycloserine,0.85,ok,Cycloserine is the D-alanine analog antitubercular agent
00002673,Antitubercular - Isonicotinic Acid Derivatives,387472004,Isoniazid,,387472004,Isoniazid,0.85,ok,Antitubercular isonicotinic acid derivative; isoniazid is the prototypical member
00002674,Antitubercular - Niacinamide Derivatives,387472004,Isoniazid,,387472004,Isoniazid,0.85,ok,Niacinamide-derivative antitubercular drug; isoniazid is the class referent
00002675,Antitubercular Agents Other,2537003,Antituberculosis agent,,2537003,Antituberculosis agent,0.80,ok,General antitubercular agent; 'Other' is a non-coded qualifier
00002679,Anthelmintic Agents - Benzimidazole Derivatives,,,"code-search proposed 372802005 'Anthelmintic' at 0.70, below the 0.8 threshold.",372802005,Anthelmintic,0.70,below-threshold,No benzimidazole-specific anthelmintic class; broad anthelmintic captures meaning without overstepping
00002683,Anticonvulsant - Benzodiazepines,372664007,Benzodiazepine,,372664007,Benzodiazepine,0.80,ok,Benzodiazepine substance; anticonvulsant is a role qualifier
00002684,Anticonvulsant - Monosaccharide Derivatives,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 7 tool call(s)
00002686,Anticonvulsant - Phenyltriazine Derivatives,767233003,Phenyltriazine derivative,,767233003,Phenyltriazine derivative,0.90,ok,FSN matches the class exactly; anticonvulsant qualifier is context
00002687,Anticonvulsant - Iminostilbene Derivatives,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 7 tool call(s)
00002688,Antiparkinson Therapy - Monoamine Oxidase Inhibitor(MAO-B),373242001,Monoamine oxidase B inhibitor,,373242001,Monoamine oxidase B inhibitor (substance),0.90,ok,FSN matches MAO-B inhibitor substance class
00002689,Antiparkinson Adjuvant - Peripheral Dopa-decarboxylase Inhibitors,418795002,Dihydroxyphenylalanine decarboxylase inhibitor,,418795002,Substance with dihydroxyphenylalanine decarboxylase inhibitor mechanism of action,0.85,ok,Class concept matches DOPA decarboxylase inhibitor class; other rows are specific drugs
00002690,Antiparkinson Therapy - Ergot Alkaloids and Derivatives,,,"code-search proposed 32824001 'Ergot alkaloid' at 0.75, below the 0.8 threshold.",32824001,Ergot alkaloid,0.75,below-threshold,Substance class matches ergot alkaloids; antiparkinson qualifier not in FSN
00002691,Antiparkinson Therapy - Non-ergot Dopamine Agonist Agents,418222008,Dopamine receptor agonist,,418222008,Dopamine receptor agonist,0.82,ok,Matches dopamine agonist class; non-ergot qualifier unspecified in FSN
00002692,Antiparkinson Therapy - Dopamine Precursors,387086006,Levodopa,,387086006,Levodopa,0.85,ok,Levodopa is the dopamine precursor used in antiparkinson therapy
00002693,Antiparkinson - Dopaminerg-Peripheral Dopa-decarboxylase Inhibit Comb,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 11 tool call(s)
00002694,Anthelmintic Agents Other,372802005,Anthelmintic,,372802005,Anthelmintic,0.85,ok,FSN 'Substance with anthelmintic mechanism of action' matches; 'Other' is a non-coded qualifier
00002697,Antiprotozoal Agents - Other,372857007,Antiprotozoal,,372857007,Antiprotozoal (substance),0.90,ok,FSN matches antiprotozoal agents; 'Other' is non-coded qualifier
00002700,Antibacterial Other,419241000,Antibacterial,,419241000,Antibacterial,0.82,ok,Catch-all 'Other antibacterial' maps to general Antibacterial substance
00002704,CMV Antiviral Agent - Nucleoside Analogs,,,"code-search proposed 714629005 'Nucleoside analog' at 0.70, below the 0.8 threshold.",714629005,Nucleoside analog,0.70,below-threshold,Class match for nucleoside analogs; CMV specificity not separately codable
00002705,CMV Antiviral Agent - Nucleotide Analogs,,,"code-search proposed 372701006 'Substance with antiviral mechanism of action' at 0.55, below the 0.8 threshold.",372701006,Substance with antiviral mechanism of action,0.55,below-threshold,No exact class code; broadest non-overstepping substance match
00002706,Hepatitis C - Interferons,49327004,Interferon,,49327004,Interferon,0.80,ok,Substance class for interferons; Hepatitis C is treatment context
00002710,Antileprotic - Sulfone Agents,386982002,Antileprotic drug,,386982002,Antileprotic drug,0.85,ok,Class-level match for antileprotic agents; specific sulfones are narrower
00002711,Antileprotic - Phenazine Dye Derivatives,387410004,Clofazimine,,387410004,Clofazimine,0.85,ok,Clofazimine is the phenazine dye derivative antileprotic
00002713,Diuretic - Potassium Sparing-Thiazide and Related Combinations,,,"code-search proposed 372753003 'Potassium-sparing diuretic' at 0.75, below the 0.8 threshold.",372753003,Potassium-sparing diuretic,0.75,below-threshold,Combination class has no single substance code; primary component
00002718,Central Alpha-2 Receptor Agonists,789268001,Central alpha-2 adrenergic receptor agonist,,789268001,Central alpha-2 adrenergic receptor agonist,0.97,ok,FSN matches input exactly: central alpha-2 adrenergic receptor agonist mechanism of action
00002719,Reserpine and Derivatives,372887001,Rauwolfia alkaloid,,372887001,Rauwolfia alkaloid,0.80,ok,Class of reserpine and related alkaloids; subsumes reserpine
00002720,"Ganglionic Blocking, Non-Depolarizing",,,"code-search proposed 373256004 'Ganglion blocking agent' at 0.75, below the 0.8 threshold.",373256004,Ganglion blocking agent,0.75,below-threshold,Closest broader match; non-depolarizing subtype not separately coded
