mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
DORA100,Doravirine *NF* 100 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,2055760,doravirine 100 MG Oral Tablet,,code-search,,Doravirine 100 mg Tablet,2055760,doravirine 100 MG Oral Tablet,0.98,ok,FSN matches input exactly
DORZ2S,Trusopt,http://www.nlm.nih.gov/research/umls/rxnorm,152463,Trusopt,,term-join,Q1-exact,Trusopt,,,,not-needed,
DOX2.5,Doxercalciferol 2.5mcg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,310023,doxercalciferol 2.5 MCG Oral Capsule,,code-search,,Doxercalciferol 2.5mcg Capsule,310023,doxercalciferol 2.5 MCG Oral Capsule,0.97,ok,FSN matches input exactly
DOXA1,Doxazosin,http://www.nlm.nih.gov/research/umls/rxnorm,49276,doxazosin,,term-join,Q1-exact,Doxazosin,,,,not-needed,
DOXA4,Doxazosin 4mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,197627,doxazosin mesylate 4 MG Oral Tablet,,code-search,,Doxazosin 4mg Tablet,197627,doxazosin mesylate 4 MG Oral Tablet,0.85,ok,Plain 4mg tablet; matches immediate-release oral tablet
DOXE0.5,Doxercalciferol 0.5mcg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,406503,doxercalciferol 0.5 MCG Oral Capsule,,code-search,,Doxercalciferol 0.5mcg Capsule,406503,doxercalciferol 0.5 MCG Oral Capsule,0.98,ok,FSN matches input exactly
DOXE10,Doxepin HCl 10 mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,1000048,doxepin HCl 10 MG Oral Capsule,,code-search,,Doxepin HCl 10 mg Cap,1000048,doxepin HCl 10 MG Oral Capsule,0.97,ok,FSN matches input exactly
DOXE25,Doxepin HCl 25 mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,1000070,doxepin HCl 25 MG Oral Capsule,,code-search,,Doxepin HCl 25 mg Cap,1000070,doxepin HCl 25 MG Oral Capsule,0.98,ok,FSN matches input exactly
DOXE2I,Doxercalciferol,http://www.nlm.nih.gov/research/umls/rxnorm,11516,doxercalciferol,,term-join,Q1-exact,Doxercalciferol,,,,not-needed,
DOXY100C,Doxycycline Monohydrate,http://www.nlm.nih.gov/research/umls/rxnorm,203122,doxycycline monohydrate,,term-join,Q1-exact,Doxycycline Monohydrate,,,,not-needed,
DOXY50,Doxycycline Hyclate 50 mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,1649405,doxycycline hyclate 50 MG Oral Capsule,,code-search,,Doxycycline Hyclate 50 mg Cap,1649405,doxycycline hyclate 50 MG Oral Capsule,0.97,ok,FSN matches input exactly (50 mg capsule)
DOXYPYRI10,Doxylamine-Pyridoxine *NF* 10 mg - 10 mg DR Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1375948,doxylamine succinate 10 MG / pyridoxine HCl 10 MG Delayed Release Oral Tablet,,code-search,,Doxylamine-Pyridoxine 10 mg - 10 mg DR Tablet,1375948,doxylamine succinate 10 MG / pyridoxine HCl 10 MG Delayed Release Oral Tablet,0.95,ok,FSN matches doxylamine-pyridoxine 10mg DR tablet exactly
DRAM50,DimenhyDRINATE 50 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,198603,dimenhyDRINATE 50 MG Oral Tablet,,code-search,,DimenhyDRINATE 50 mg Tab,198603,dimenhyDRINATE 50 MG Oral Tablet,0.95,ok,FSN matches input: 50 mg oral tablet
DRON10,Dronabinol 10 mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,197634,droNABinol 10 MG Oral Capsule,,code-search,,Dronabinol 10 mg Capsule,197634,droNABinol 10 MG Oral Capsule,0.98,ok,FSN matches input exactly
DRON25,Marinol,http://www.nlm.nih.gov/research/umls/rxnorm,224925,Marinol,,term-join,Q1-exact,Marinol,,,,not-needed,
DRON400,Dronedarone 400 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,854856,dronedarone 400 MG Oral Tablet,,code-search,,Dronedarone 400 mg Tablet,854856,dronedarone 400 MG Oral Tablet,1.00,ok,FSN matches input exactly
DT.5I,Tetanus-Diphtheria Tox (TENIVAC),http://www.nlm.nih.gov/research/umls/rxnorm,807277,tetanus and diphtheria toxoids adsorbed (Td) 0.5 ML Injection,,code-search,,Tetanus-Diphtheria Tox (TENIVAC),807277,tetanus and diphtheria toxoids adsorbed (Td) 0.5 ML Injection,0.85,ok,TENIVAC is brand of Td vaccine; matches tetanus-diphtheria toxoids
DTO.6ML,Opium Tincture (morphine 10 mg/mL),http://www.nlm.nih.gov/research/umls/rxnorm,221134,opium tincture,,term-join,Q3-paren,Opium Tincture (morphine 10 mg/mL),,,,not-needed,
DULO20,DULoxetine DR,http://www.nlm.nih.gov/research/umls/rxnorm,72625,duloxetine,,code-search,,DULoxetine DR,72625,duloxetine,0.85,ok,Ingredient matches; DR is dose-form qualifier not separately coded
DULO30,DULoxetine DR,http://www.nlm.nih.gov/research/umls/rxnorm,72625,duloxetine,,code-search,,DULoxetine DR,72625,duloxetine,0.85,ok,Ingredient matches; DR is dose-form qualifier not separately coded
DXIG40I,Digoxin Immune Fab 40 mg Vial,http://www.nlm.nih.gov/research/umls/rxnorm,349326,digoxin immune fab (ovine) 40 MG Injection,,code-search,,Digoxin Immune Fab 40 mg Vial,349326,digoxin immune fab (ovine) 40 MG Injection,0.90,ok,FSN matches digoxin immune fab 40 mg
DYAZ1,Triamterene-Hydrochlorothiazide (37.5/25) 37.5/25MG CAP,http://www.nlm.nih.gov/research/umls/rxnorm,198316,hydroCHLOROthiazide 25 MG / triamterene 37.5 MG Oral Capsule,,code-search,,Triamterene-Hydrochlorothiazide (37.5/25) 37.5/25MG CAP,198316,hydroCHLOROthiazide 25 MG / triamterene 37.5 MG Oral Capsule,0.95,ok,Matches triamterene 37.5/HCTZ 25 capsule form
ECON1C,*NF* Econazole Nitrate 1% Cream 30g Tube,http://www.nlm.nih.gov/research/umls/rxnorm,857366,econazole nitrate 1 % Topical Cream,,code-search,,Econazole Nitrate 1% Cream 30g Tube,857366,econazole nitrate 1 % Topical Cream,0.85,ok,Matches econazole nitrate 1% cream; tube size not coded
EFAV200,Efavirenz 200mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,205290,efavirenz 200 MG Oral Capsule,,code-search,,Efavirenz 200mg Cap,205290,efavirenz 200 MG Oral Capsule,0.97,ok,FSN matches input; Cap = capsule
EFAV600,Sustiva,http://www.nlm.nih.gov/research/umls/rxnorm,195084,Sustiva,,term-join,Q1-exact,Sustiva,,,,not-needed,
ELTR25,Promacta,http://www.nlm.nih.gov/research/umls/rxnorm,825422,Promacta,,term-join,Q1-exact,Promacta,,,,not-needed,
ELTR50,Promacta,http://www.nlm.nih.gov/research/umls/rxnorm,825422,Promacta,,term-join,Q1-exact,Promacta,,,,not-needed,
ELTR75,Promacta,http://www.nlm.nih.gov/research/umls/rxnorm,825422,Promacta,,term-join,Q1-exact,Promacta,,,,not-needed,
EMLA2.5,Lidocaine-Prilocaine,http://www.nlm.nih.gov/research/umls/rxnorm,166283,lidocaine / prilocaine,,code-search,,Lidocaine-Prilocaine,166283,lidocaine / prilocaine,0.95,ok,FSN matches input exactly; generic combination
EMPA10,Empagliflozin *NF* 10 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1545658,empagliflozin 10 MG Oral Tablet,,code-search,,Empagliflozin 10 mg Tablet,1545658,empagliflozin 10 MG Oral Tablet,0.97,ok,FSN matches input exactly
EMTR10L,Emtricitabine-Tenofovir (Truvada),http://www.nlm.nih.gov/research/umls/rxnorm,1008145,emtricitabine / tenofovir disoproxil,,code-search,,Emtricitabine-Tenofovir (Truvada),1008145,emtricitabine / tenofovir disoproxil,0.90,ok,Truvada is emtricitabine/tenofovir disoproxil; alafenamide is Descovy
EMTR200,Emtricitabine Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,597291,emtricitabine 10 MG in 1 mL Oral Solution,,code-search,,Emtricitabine Oral Solution,597291,emtricitabine 10 MG in 1 mL Oral Solution,0.85,ok,Only emtricitabine oral solution candidate; strength is unstated specifier
EMYC40SYR,Erythromycin Ethylsuccinate Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,4056,erythromycin ethylsuccinate,,code-search,,Erythromycin Ethylsuccinate Suspension,4056,erythromycin ethylsuccinate,0.85,ok,Base concept matches drug; suspension is dosage form qualifier
ENAL1.25I,Enalaprilat,http://www.nlm.nih.gov/research/umls/rxnorm,3829,enalaprilat,,term-join,Q1-exact,Enalaprilat,,,,not-needed,
ENAL10,Enalapril Maleate 10 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,858817,enalapril maleate 10 MG Oral Tablet,,code-search,,Enalapril Maleate 10 mg Tab,858817,enalapril maleate 10 MG Oral Tablet,0.97,ok,FSN matches input exactly
ENAL25I,Enalaprilat 1.25mg/mL: 2mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1729201,enalaprilat 1.25 MG/ML Injection,,code-search,,Enalaprilat 1.25mg/mL: 2mL Vial,1729201,enalaprilat 1.25 MG/ML Injection,0.85,ok,Matches enalaprilat 1.25mg/mL concentration; vial size is pack detail
ENAL5,Enalapril Maleate 5 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,858813,enalapril maleate 5 MG Oral Tablet,,code-search,,Enalapril Maleate 5 mg Tab,858813,enalapril maleate 5 MG Oral Tablet,0.97,ok,FSN matches input exactly
ENBR25I,*NF* Etanercept,http://www.nlm.nih.gov/research/umls/rxnorm,214555,etanercept,,term-join,Q1-exact,Etanercept,,,,not-needed,
ENFU90I,*NF* Enfuvirtide 90 mg Vial,http://www.nlm.nih.gov/research/umls/rxnorm,401981,enfuvirtide 90 MG Injection,,code-search,,Enfuvirtide 90 mg Vial,401981,enfuvirtide 90 MG Injection,0.90,ok,Enfuvirtide 90 mg vial corresponds to injection form
ENO3I,Enoxaparin (Treatment),http://www.nlm.nih.gov/research/umls/rxnorm,67108,enoxaparin,,term-join,Q3-paren,Enoxaparin (Treatment),,,,not-needed,
ENOX100I,Enoxaparin (Treatment),http://www.nlm.nih.gov/research/umls/rxnorm,67108,enoxaparin,,term-join,Q3-paren,Enoxaparin (Treatment),,,,not-needed,
ENOX120I,Lovenox,http://www.nlm.nih.gov/research/umls/rxnorm,225036,Lovenox,,term-join,Q1-exact,Lovenox,,,,not-needed,
ENOX150I,Lovenox,http://www.nlm.nih.gov/research/umls/rxnorm,225036,Lovenox,,term-join,Q1-exact,Lovenox,,,,not-needed,
ENOX60I,Enoxaparin (Treatment),http://www.nlm.nih.gov/research/umls/rxnorm,67108,enoxaparin,,term-join,Q3-paren,Enoxaparin (Treatment),,,,not-needed,
ENOX80I,Enoxaparin (Treatment),http://www.nlm.nih.gov/research/umls/rxnorm,67108,enoxaparin,,term-join,Q3-paren,Enoxaparin (Treatment),,,,not-needed,
ENTA200,*NF* Entacapone 200mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,317094,entacapone 200 MG Oral Tablet,,code-search,,Entacapone 200mg Tablet,317094,entacapone 200 MG Oral Tablet,0.97,ok,FSN matches input exactly
ENTE0.05LS,Entecavir Oral Solution Conc: 0.05 mg / mL,http://www.nlm.nih.gov/research/umls/rxnorm,485536,entecavir 0.05 MG in 1 mL Oral Solution,,code-search,,Entecavir Oral Solution Conc: 0.05 mg / mL,485536,entecavir 0.05 MG in 1 mL Oral Solution,0.97,ok,FSN matches entecavir oral solution 0.05 mg/mL exactly
ENTE0.5,Entecavir Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,485536,entecavir 0.05 MG in 1 mL Oral Solution,,code-search,,Entecavir Oral Solution,485536,entecavir 0.05 MG in 1 mL Oral Solution,0.95,ok,FSN matches entecavir oral solution
ENTE1,Entecavir Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,485536,entecavir 0.05 MG in 1 mL Oral Solution,,code-search,,Entecavir Oral Solution,485536,entecavir 0.05 MG in 1 mL Oral Solution,0.95,ok,FSN matches entecavir oral solution
ENTR24/26,Sacubitril-Valsartan (24mg-26mg) 24mg-26mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1656340,sacubitril 24 MG / valsartan 26 MG Oral Tablet,,code-search,,Sacubitril-Valsartan (24mg-26mg) 24mg-26mg Tablet,1656340,sacubitril 24 MG / valsartan 26 MG Oral Tablet,0.98,ok,FSN matches input exactly
ENTR49/51,Sacubitril-Valsartan (49mg-51mg) 49mg-51mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1656349,sacubitril 49 MG / valsartan 51 MG Oral Tablet,,code-search,,Sacubitril-Valsartan (49mg-51mg) 49mg-51mg Tablet,1656349,sacubitril 49 MG / valsartan 51 MG Oral Tablet,0.98,ok,FSN matches input exactly
ENTR97/103,Sacubitril-Valsartan (97mg-103mg) 97mg-103mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1656354,sacubitril 97 MG / valsartan 103 MG Oral Tablet,,code-search,,Sacubitril-Valsartan (97mg-103mg) 97mg-103mg Tablet,1656354,sacubitril 97 MG / valsartan 103 MG Oral Tablet,0.97,ok,FSN matches input exactly
EPHE50I,Ephedrine Sulfate (Pressors),http://www.nlm.nih.gov/research/umls/rxnorm,91166,ephedrine sulfate,,term-join,Q3-paren,Ephedrine Sulfate (Pressors),,,,not-needed,
EPI1I,EPINEPHrine HCl (PF),http://www.nlm.nih.gov/research/umls/rxnorm,362,epinephrine hydrochloride,,term-join,Q4-paren-salt,EPINEPHrine HCl (PF),,,,not-needed,
EPI200SYR,EPINEPHrine 200mcg/25mL 25mL SYR,http://snomed.info/sct,387362001,Adrenaline (epinephrine),,code-search,,EPINEPHrine 200mcg/25mL 25mL SYR,387362001,Epinephrine,0.85,ok,Substance is epinephrine; dose/volume/syringe are non-coded qualifiers
EPI2250D,EPI2250D,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,EPI2250D,,,,no-label,
EPI2250NS,EPI2250NS,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,EPI2250NS,,,,no-label,
EPI2DK,EPINEPHrine (for dilution),http://www.nlm.nih.gov/research/umls/rxnorm,3992,epinephrine,,term-join,Q3-paren,EPINEPHrine (for dilution),,,,not-needed,
EPI400SYR,EPINEPHrine,http://www.nlm.nih.gov/research/umls/rxnorm,3992,epinephrine,,term-join,Q1-exact,EPINEPHrine,,,,not-needed,
EPI8/250,EPI8/250,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,EPI8/250,,,,no-label,
EPI8250NS,EPI8250NS,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,EPI8250NS,,,,no-label,
EPID250,250 mg/2.5mL Oral Syringe,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,250 mg/2.5mL Oral Syringe,,,,no-match,
EPIPEN0.3I,EpiPen 2-Pak,http://snomed.info/sct,387362001,Adrenaline (epinephrine),,code-search,,EpiPen 2-Pak,387362001,Epinephrine (substance),0.85,ok,EpiPen is adrenaline autoinjector; substance is epinephrine. Pack size not coded.
EPIS10I,EPINEPHrine-Sodium Chloride 1mg/10mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,727373,EPINEPHrine 1 MG in 10 ML Prefilled Syringe,,code-search,,EPINEPHrine-Sodium Chloride 1mg/10mL Syringe,727373,EPINEPHrine 1 MG in 10 ML Prefilled Syringe,0.85,ok,Matches epinephrine 1mg/10mL prefilled syringe; sodium chloride is the diluent
EPLE25,Eplerenone,http://www.nlm.nih.gov/research/umls/rxnorm,298869,eplerenone,,term-join,Q1-exact,Eplerenone,,,,not-needed,
EPLE50,Eplerenone 50mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,351257,eplerenone 50 MG Oral Tablet,,code-search,,Eplerenone 50mg Tablet,351257,eplerenone 50 MG Oral Tablet,0.98,ok,FSN matches input exactly
EPO10I,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPO10INESRD,"Epoetin Alfa 10,000 Unit Vial *Non ESRD Patients*",http://www.nlm.nih.gov/research/umls/rxnorm,1721684,"epoetin alfa 10,000 UNT in 1 ML Injection",,code-search,,"Epoetin Alfa 10,000 Unit Vial *Non ESRD Patients*",1721684,"epoetin alfa 10,000 UNT in 1 ML Injection",0.85,ok,"Epoetin alfa 10,000 unit vial; Non ESRD is uncoded qualifier"
EPO20I,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPO20INESRD,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPO2I,Epogen,http://www.nlm.nih.gov/research/umls/rxnorm,203281,Epogen,,term-join,Q1-exact,Epogen,,,,not-needed,
EPO2INESRD,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPO3I,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPO3INESRD,Epogen,http://www.nlm.nih.gov/research/umls/rxnorm,203281,Epogen,,term-join,Q1-exact,Epogen,,,,not-needed,
EPO40INESRD,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPO4I,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPO4INESRD,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,Epoetin Alfa,,,,not-needed,
EPOP0.3NS100,EPOP0.3NS100,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,EPOP0.3NS100,,,,no-label,
EPOP1NS100,EPOP1NS100,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,EPOP1NS100,,,,no-label,
EPSOM,Epsom Salt 16 oz Box,http://www.nlm.nih.gov/research/umls/rxnorm,6585,magnesium sulfate,,code-search,,Epsom Salt 16 oz Box,6585,magnesium sulfate,0.85,ok,Epsom salt is magnesium sulfate; packaging not coded
ERGO400T,Vitamin D 400 Unit Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,309263,cholecalciferol 10 MCG (400 UNT) Oral Tablet,,code-search,,Vitamin D 400 Unit Tablet,309263,cholecalciferol 10 MCG (400 UNT) Oral Tablet,0.95,ok,FSN matches Vitamin D 400 Unit Tablet exactly
ERGO50,"Vitamin D 50,000 Unit Capsule",http://www.nlm.nih.gov/research/umls/rxnorm,1367410,"ergocalciferol 1.25 MG (50,000 UNT) Oral Capsule",,code-search,,"Vitamin D 50,000 Unit Capsule",1367410,"ergocalciferol 1.25 MG (50,000 UNT) Oral Capsule",0.85,ok,"Standard vitamin D 50,000 unit capsule; dose and form match"
ERGO8L,Vitamin D,http://www.nlm.nih.gov/research/umls/rxnorm,11253,vitamin D,,term-join,Q1-exact,Vitamin D,,,,not-needed,
ERLO150,*NF* Erlotinib 150 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,603206,erlotinib 150 MG Oral Tablet,,code-search,,Erlotinib 150 mg Tablet,603206,erlotinib 150 MG Oral Tablet,0.98,ok,FSN matches input exactly
ERLO25,*NF* Erlotinib 25 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,603208,erlotinib 25 MG Oral Tablet,,code-search,,Erlotinib 25 mg Tablet,603208,erlotinib 25 MG Oral Tablet,0.98,ok,FSN matches input exactly
ERTA1/100MBP,Ertapenem Sodium 1 g / 100 mL 0.9% Sodium Chloride (Mini Bag Plus),http://www.nlm.nih.gov/research/umls/rxnorm,1734683,ertapenem sodium 1 GM Injection,,code-search,,Ertapenem Sodium 1 g / 100 mL 0.9% Sodium Chloride,1734683,ertapenem sodium 1 GM Injection,0.85,ok,Ertapenem sodium 1 g injection; diluent not separately coded
ERTA1/100N,Ertapenem Sodium 1 g / 100 mL 0.9% Sodium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,1734683,ertapenem sodium 1 GM Injection,,code-search,,Ertapenem Sodium 1 g / 100 mL 0.9% Sodium Chloride,1734683,ertapenem sodium 1 GM Injection,0.85,ok,Ertapenem sodium 1 g injection; diluent not separately coded
ERTA1I,*NF* Ertapenem Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,353107,ertapenem sodium,,term-join,Q1-exact,Ertapenem Sodium,,,,not-needed,
ERY250100NS,Erythromycin 250 mg / 100 mL 0.9% Sodium Chloride,http://snomed.info/sct,372694001,Erythromycin,,code-search,,Erythromycin 250 mg / 100 mL 0.9% Sodium Chloride,372694001,Erythromycin,0.85,ok,"Substance VS; input is erythromycin infusion, substance is erythromycin"
ERY25010NS,Erythromycin 250 mg / 150 mL 0.9% Sodium Chloride,http://snomed.info/sct,372694001,Erythromycin,,code-search,,Erythromycin 250 mg / 150 mL 0.9% Sodium Chloride,372694001,Erythromycin,0.85,ok,Substance VS; erythromycin is the active substance in the infusion
ERY250150NS,Erythromycin 250 mg / 150 mL 0.9% Sodium Chloride,http://snomed.info/sct,372694001,Erythromycin,,code-search,,Erythromycin 250 mg / 150 mL 0.9% Sodium Chloride,372694001,Erythromycin,0.85,ok,Substance VS; erythromycin is the active substance in the infusion
