mimic_code,mimic_display,loinc_code,loinc_display,comment,codesearch_query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
51417,CD71,57426-9,CD71 cells/cells in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: CD71,57426-9,CD71 cells/cells in Body fluid,0.85,ok,CD71 analyte measured in body fluid; matches input
51418,CD8,17824-4,CD3+CD8+ (T8 suppressor) cells/cells in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: CD8,17824-4,CD3+CD8+ (T8 suppressor) cells/cells in Body fluid,0.85,ok,CD8 analyte in body fluid; CD3+CD8+ is the standard CD8 cell measure
51419,Eosinophils,35063-7,Eosinophils [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Eosinophils,35063-7,Eosinophils [#/volume] in Body fluid,0.85,ok,Eosinophils measured in body fluid; matches analyte and specimen
51420,FMC-7,,,"code-search proposed 17220-5 |FMC7 cells/cells in Blood| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: FMC-7', below the 0.8 threshold.",Hospital laboratory analyte measured in Other Body Fluid: FMC-7,17220-5,FMC7 cells/cells in Blood,0.75,below-threshold,"FMC7 analyte; specimen (Other Body Fluid) not available, closest is Blood"
51421,Glyco A,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Glyco A' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Glyco A,,,,no-match,
51422,"Hematocrit, Other Fluid",11153-4,Hematocrit [Volume Fraction] of Body fluid by calculation,,"Hospital laboratory analyte measured in Other Body Fluid: Hematocrit, Other Fluid",11153-4,Hematocrit [Volume Fraction] of Body fluid by calculation,0.80,ok,Hematocrit in body fluid; method qualifier unstated but only generic match
51423,HLA-DR,51381-2,HLA-DR+ cells/cells in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: HLA-DR,51381-2,HLA-DR+ cells/cells in Body fluid,0.90,ok,HLA-DR analyte in body fluid; others add unstated cell-type specifiers
51424,Immunophenotyping,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Immunophenotyping' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Immunophenotyping,,,,no-match,
51425,Kappa,,,"code-search proposed 46238-2 |Kappa lymphocytes/Lymphocytes in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: Kappa', below the 0.8 threshold.",Hospital laboratory analyte measured in Other Body Fluid: Kappa,46238-2,Kappa lymphocytes/Lymphocytes in Body fluid,0.75,below-threshold,Kappa analyte measured in body fluid; closest available match
51426,Lambda,,,"code-search proposed 48772-8 |Lambda light chains [Mass/volume] in Cerebral spinal fluid| at 0.70 for 'Hospital laboratory analyte measured in Other Body Fluid: Lambda', below the 0.8 threshold.",Hospital laboratory analyte measured in Other Body Fluid: Lambda,48772-8,Lambda light chains [Mass/volume] in Cerebral spinal fluid,0.70,below-threshold,Lambda analyte in a body fluid; closest match though CSF-specific
51427,Lymphocytes,26476-2,Lymphocytes [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Lymphocytes,26476-2,Lymphocytes [#/volume] in Body fluid,0.85,ok,Lymphocytes measured in body fluid; matches analyte and specimen type
51428,Macrophage,35036-3,Macrophages [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Macrophage,35036-3,Macrophages [#/volume] in Body fluid,0.85,ok,FSN matches analyte in body fluid; Other Body Fluid = Body fld
51429,Mesothelial cells,35079-3,Mesothelial cells [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Mesothelial cells,35079-3,Mesothelial cells [#/volume] in Body fluid,0.85,ok,Mesothelial cells in body fluid; quantitative count matches analyte
51430,Metamyelocytes,35031-4,Metamyelocytes [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Metamyelocytes,35031-4,Metamyelocytes [#/volume] in Body fluid,0.85,ok,Metamyelocytes analyte in body fluid; matches 'Other Body Fluid' context
51431,Monos,35076-9,Monocytes [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Monos,35076-9,Monocytes [#/volume] in Body fluid,0.85,ok,"Monos=Monocytes, Other Body Fluid=Body fluid; FSN matches"
51432,Myelocytes,35016-5,Myelocytes [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Myelocytes,35016-5,Myelocytes [#/volume] in Body fluid,0.85,ok,Myelocytes measured in body fluid; matches analyte and specimen
51433,NRBC,26460-6,Nucleated erythrocytes [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: NRBC,26460-6,Nucleated erythrocytes [#/volume] in Body fluid,0.90,ok,NRBC in body fluid; matches Other Body Fluid analyte
51434,Other Cell,76350-8,Other cells/Leukocytes in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Other Cell,76350-8,Other cells/Leukocytes in Body fluid,0.85,ok,"General analyte in body fluid, no unstated method"
51435,Plasma,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Plasma' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Plasma,,,,no-match,
51436,Polys,32709-8,Neutrophils [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Polys,32709-8,Neutrophils [#/volume] in Body fluid,0.85,ok,Polys = polymorphonuclear cells/neutrophils; Other Body Fluid = Body fluid
51437,Promyelocytes,34996-9,Promyelocytes [#/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Promyelocytes,34996-9,Promyelocytes [#/volume] in Body fluid,0.85,ok,Promyelocytes analyte measured in body fluid; matches input
51438,"RBC, Other Fluid",26455-6,Erythrocytes [#/volume] in Body fluid,,"Hospital laboratory analyte measured in Other Body Fluid: RBC, Other Fluid",26455-6,Erythrocytes [#/volume] in Body fluid,0.85,ok,RBC analyte measured in other body fluid
51440,Atypical Lymphocytes,35042-1,Variant lymphocytes [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Atypical Lymphocytes,35042-1,Variant lymphocytes [#/volume] in Pleural fluid,0.85,ok,Atypical lymphocytes = variant lymphocytes in Pleural fluid
51441,Bands,99604-1,Band form neutrophils/Leukocytes in Pleural fluid by Manual count,,Hospital laboratory analyte measured in Pleural: Bands,99604-1,Band form neutrophils/Leukocytes in Pleural fluid by Manual count,0.85,ok,Bands in pleural fluid = band form neutrophils; matches analyte and specimen
51442,Basophils,35075-1,Basophils [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Basophils,35075-1,Basophils [#/volume] in Pleural fluid,0.85,ok,FSN matches basophils in pleural fluid; no method specified
51443,Blasts,35066-0,Blasts [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Blasts,35066-0,Blasts [#/volume] in Pleural fluid,0.85,ok,FSN matches Blasts in Pleural fluid exactly
51444,Eosinophils,35062-9,Eosinophils [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Eosinophils,35062-9,Eosinophils [#/volume] in Pleural fluid,0.85,ok,FSN matches input exactly; no unstated method/specifier
51445,"Hematocrit, Pleural",70169-8,Hematocrit [Volume Fraction] of Pleural fluid by calculation,,"Hospital laboratory analyte measured in Pleural: Hematocrit, Pleural",70169-8,Hematocrit [Volume Fraction] of Pleural fluid by calculation,0.85,ok,Hematocrit measured in pleural fluid; method qualifier unstated but only pleural match
51446,Lymphocytes,35098-3,Lymphocytes [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Lymphocytes,35098-3,Lymphocytes [#/volume] in Pleural fluid,0.85,ok,FSN matches analyte in pleural fluid exactly
51447,Macrophages,68410-0,Macrophages [#/volume] in Pleural fluid by Manual count,,Hospital laboratory analyte measured in Pleural: Macrophages,68410-0,Macrophages [#/volume] in Pleural fluid by Manual count,0.80,ok,Macrophages in Pleural fluid; only candidate adds manual count method
51448,Mesothelial Cells,35033-0,Mesothelial cells [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Mesothelial Cells,35033-0,Mesothelial cells [#/volume] in Pleural fluid,0.90,ok,FSN matches mesothelial cells in pleural fluid; no method/ratio specified
51449,Metamyelocytes,,,"code-search proposed 35031-4 |Metamyelocytes [#/volume] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Pleural: Metamyelocytes', below the 0.8 threshold.",Hospital laboratory analyte measured in Pleural: Metamyelocytes,35031-4,Metamyelocytes [#/volume] in Body fluid,0.75,below-threshold,No pleural-specific code; Body fluid is closest broader match
51450,Monos,35028-0,Monocytes [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Monos,35028-0,Monocytes [#/volume] in Pleural fluid,0.85,ok,Monos = Monocytes in Pleural fluid; matches analyte and specimen
51451,Myelocytes,,,"code-search proposed 35016-5 |Myelocytes [#/volume] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Pleural: Myelocytes', below the 0.8 threshold.",Hospital laboratory analyte measured in Pleural: Myelocytes,35016-5,Myelocytes [#/volume] in Body fluid,0.75,below-threshold,No pleural-specific myelocyte code; Body fluid is closest broader match
51452,NRBC,70170-6,Nucleated erythrocytes/cells in Pleural fluid,,Hospital laboratory analyte measured in Pleural: NRBC,70170-6,Nucleated erythrocytes/cells in Pleural fluid,0.95,ok,FSN matches NRBC measured in pleural fluid
51453,Other,,,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Other' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Pleural: Other,,,,no-match,
51454,Plasma Cells,40522-5,Plasma cells/Leukocytes in Pleural fluid by Manual count,,Hospital laboratory analyte measured in Pleural: Plasma Cells,40522-5,Plasma cells/Leukocytes in Pleural fluid by Manual count,0.85,ok,FSN matches analyte (plasma cells) and specimen (pleural fluid)
51455,Polys,26501-7,Neutrophils [#/volume] in Pleural fluid,,Hospital laboratory analyte measured in Pleural: Polys,26501-7,Neutrophils [#/volume] in Pleural fluid,0.85,ok,'Polys' = polymorphonuclear cells/neutrophils in pleural fluid
51456,Promyelocytes,34996-9,Promyelocytes [#/volume] in Body fluid,,Hospital laboratory analyte measured in Pleural: Promyelocytes,34996-9,Promyelocytes [#/volume] in Body fluid,0.80,ok,No pleural-specific code; Body fluid is closest broader match
51457,"RBC, Pleural",26456-4,Erythrocytes [#/volume] in Pleural fluid,,"Hospital laboratory analyte measured in Pleural: RBC, Pleural",26456-4,Erythrocytes [#/volume] in Pleural fluid,0.85,ok,FSN matches RBC in pleural fluid exactly
51459,Young Cells,,,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Young Cells' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Pleural: Young Cells,,,,no-match,
51460,"Blood, Occult",50196-5,Occult blood panel - Stool,,"Hospital laboratory analyte measured in Stool: Blood, Occult",50196-5,Occult blood panel - Stool,0.80,ok,Captures occult blood in stool; panel is broader than single analyte but no overstepping
51461,Ammonium Biurate,5766-1,Ammonium urate crystals [Presence] in Urine sediment by Light microscopy,,Hospital laboratory analyte measured in Urine: Ammonium Biurate,5766-1,Ammonium urate crystals [Presence] in Urine sediment by Light microscopy,0.85,ok,Ammonium biurate = ammonium urate; urine analyte match
51462,Amorphous Crystals,,,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: Amorphous Crystals' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Urine: Amorphous Crystals,,,,no-match,
51463,Bacteria,87829-8,Bacteria [Presence] in Urine,,Hospital laboratory analyte measured in Urine: Bacteria,87829-8,Bacteria [Presence] in Urine,0.85,ok,Generic Bacteria analyte in Urine; no method/specificity stated
51464,Bilirubin,1977-8,Bilirubin.total [Presence] in Urine,,Hospital laboratory analyte measured in Urine: Bilirubin,1977-8,Bilirubin.total [Presence] in Urine,0.85,ok,Generic urine bilirubin analyte; method/property unspecified
51465,Bilirubin Crystals,33236-1,Bilirubin crystals [Presence] in Urine by Computer assisted method,,Hospital laboratory analyte measured in Urine: Bilirubin Crystals,33236-1,Bilirubin crystals [Presence] in Urine by Computer assisted method,0.85,ok,Presence of bilirubin crystals in urine; method is structural detail
51466,Blood,105906-2,Blood [Presence] in Urine,,Hospital laboratory analyte measured in Urine: Blood,105906-2,Blood [Presence] in Urine,0.85,ok,FSN Blood:PrThr:Pt:Urine:Ord: matches hospital lab analyte for blood in urine
51467,Broad Casts,88972-5,Broad casts [#/area] in Urine sediment,,Hospital laboratory analyte measured in Urine: Broad Casts,88972-5,Broad casts [#/area] in Urine sediment,0.85,ok,"Broad casts in urine, no unstated method; best match"
51468,Calcium Carbonate Crystals,33241-1,Calcium carbonate crystals [Presence] in Urine by Computer assisted method,,Hospital laboratory analyte measured in Urine: Calcium Carbonate Crystals,33241-1,Calcium carbonate crystals [Presence] in Urine by Computer assisted method,0.85,ok,"FSN matches calcium carbonate crystals in urine; presence test, unspecified method"
51469,Calcium Oxalate Crystals,105897-3,Calcium oxalate crystals [#/area] in Urine,,Hospital laboratory analyte measured in Urine: Calcium Oxalate Crystals,105897-3,Calcium oxalate crystals [#/area] in Urine,0.80,ok,FSN matches calcium oxalate crystals in urine; scale/method unstated
51470,Calcium Phosphate Crystals,5775-2,Calcium phosphate crystals [Presence] in Urine sediment by Light microscopy,,Hospital laboratory analyte measured in Urine: Calcium Phosphate Crystals,5775-2,Calcium phosphate crystals [Presence] in Urine sediment by Light microscopy,0.85,ok,Presence test for calcium phosphate crystals in urine; method/specimen are LOINC structural details
51471,Cellular Cast,,,"code-search proposed 88971-7 |Mixed cellular casts [#/area] in Urine sediment| at 0.75 for 'Hospital laboratory analyte measured in Urine: Cellular Cast', below the 0.8 threshold.",Hospital laboratory analyte measured in Urine: Cellular Cast,88971-7,Mixed cellular casts [#/area] in Urine sediment,0.75,below-threshold,Generic cellular cast in urine; least method-specific candidate
51472,Cholesterol Crystals,50223-7,Cholesterol crystals [Presence] in Urine by Computer assisted method,,Hospital laboratory analyte measured in Urine: Cholesterol Crystals,50223-7,Cholesterol crystals [Presence] in Urine by Computer assisted method,0.80,ok,"Cholesterol crystals in Urine; specimen matches, method not overstepping"
51473,Cysteine Crystals,,,"code-search proposed 34277-4 |Cysteine [Moles/volume] in Urine| at 0.70 for 'Hospital laboratory analyte measured in Urine: Cysteine Crystals', below the 0.8 threshold.",Hospital laboratory analyte measured in Urine: Cysteine Crystals,34277-4,Cysteine [Moles/volume] in Urine,0.70,below-threshold,No cysteine crystals code; closest analyte is Cysteine in Urine
51474,Eosinophils,,,"code-search proposed 25156-1 |Eosinophils [Presence] in Urine sediment by Light microscopy| at 0.70 for 'Hospital laboratory analyte measured in Urine: Eosinophils', below the 0.8 threshold.",Hospital laboratory analyte measured in Urine: Eosinophils,25156-1,Eosinophils [Presence] in Urine sediment by Light microscopy,0.70,below-threshold,Standard urine eosinophil test; adds method/sediment specificity
51475,Epithelial Casts,88977-4,Epithelial casts [#/area] in Urine sediment,,Hospital laboratory analyte measured in Urine: Epithelial Casts,88977-4,Epithelial casts [#/area] in Urine sediment,0.85,ok,"General epithelial casts urine analyte, no unstated method"
51476,Epithelial Cells,30383-4,Epithelial cells [#/volume] in Urine,,Hospital laboratory analyte measured in Urine: Epithelial Cells,30383-4,Epithelial cells [#/volume] in Urine,0.85,ok,General epithelial cells in urine; matches analyte and specimen
51477,Free Fat,2272-3,Fat [Presence] in Urine,,Hospital laboratory analyte measured in Urine: Free Fat,2272-3,Fat [Presence] in Urine,0.85,ok,Closest match for free fat measured in urine
51478,Glucose,2349-9,Glucose [Presence] in Urine,,Hospital laboratory analyte measured in Urine: Glucose,2349-9,Glucose [Presence] in Urine,0.85,ok,Glucose measured in urine; presence test is the standard urine glucose analyte
