mimic_code,mimic_display,rxnorm_code,rxnorm_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
022534,Moisturizing Cream,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022539,Hemorrhoid Preparation,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022550,lamotrigine [Lamictal],28439,lamotrigine,,term-join,B1-generic,,,,not-needed,
022551,lamotrigine [Lamictal],28439,lamotrigine,,term-join,B1-generic,,,,not-needed,
022552,vinorelbine [Navelbine],39541,vinorelbine,,term-join,B1-generic,,,,not-needed,
022582,baclofen [Lioresal],1292,baclofen,,term-join,B1-generic,,,,not-needed,
022583,Lioresal,202996,Lioresal,,term-join,Q1-exact,,,,not-needed,
022601,sodium chloride [Sterile Saline],9863,sodium chloride,,term-join,B1-generic,,,,not-needed,
022624,Zithromax,196474,Zithromax,,term-join,Q1-exact,,,,not-needed,
022634,Tylenol Severe Allergy,346199,Tylenol Severe Allergy,,term-join,Q1-exact,,,,not-needed,
022639,vitamin B12-folic acid,1432023,folic acid / vitamin B12,,code-search,,1432023,folic acid / vitamin B12,0.92,ok,
022640,coenzyme Q10,21406,ubidecarenone,,code-search,,21406,ubidecarenone,0.85,ok,ubidecarenone is the generic substance name for coenzyme Q10
022647,Prempro,219362,Prempro,,term-join,Q1-exact,,,,not-needed,
022648,Prempro,219362,Prempro,,term-join,Q1-exact,,,,not-needed,
022649,Terazosin,37798,terazosin,,term-join,Q1-exact,,,,not-needed,
022650,Terazosin,37798,terazosin,,term-join,Q1-exact,,,,not-needed,
022651,Terazosin,37798,terazosin,,term-join,Q1-exact,,,,not-needed,
022652,Terazosin,37798,terazosin,,term-join,Q1-exact,,,,not-needed,
022654,Intron A,545290,Intron A,,term-join,Q1-exact,,,,not-needed,
022655,somatropin [Serostim],61148,somatropin,,term-join,B1-generic,,,,not-needed,
022657,Vitamin B12-Folic Acid,1432023,folic acid / vitamin B12,,code-search,,1432023,folic acid / vitamin B12,0.92,ok,
022666,paraffin,7906,paraffin,,term-join,Q1-exact,,,,not-needed,
022669,Salonpas,,,"code-search proposed 691188 'camphor / menthol / methyl salicylate' at 0.80, below the 0.85 threshold.",code-search,,691188,camphor / menthol / methyl salicylate,0.80,below-threshold,"Salonpas is a topical analgesic patch; active ingredients are camphor, menthol, methyl salicylate"
022671,Typhim VI,114883,Typhim VI,,term-join,Q1-exact,,,,not-needed,
022690,Water,11295,water,,term-join,Q1-exact,,,,not-needed,
022692,rutin,9500,rutin,,term-join,Q1-exact,,,,not-needed,
022694,Selenium,9641,selenium,,term-join,Q1-exact,,,,not-needed,
022706,Freedom Cath,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022707,vitamin A-vitamin C-vit E-min [Vision Formula],1007894,ascorbic acid / vitamin A / vitamin E / zinc sulfate,,code-search,,1007894,ascorbic acid / vitamin A / vitamin E / zinc sulfate,0.85,ok,"Matches vitamin A, C, E plus mineral (zinc) in vision formula"
022735,Glyburide Micronized-Metformin,285129,glyburide / metformin,,code-search,,285129,glyburide / metformin,0.85,ok,Combination product matching input; no strength overstepping
022813,Salonpas-Hot,,,"code-search proposed 1370458 'camphor 3.1 % / menthol 2.6 % / methyl salicylate 10.1 % Medicated Patch' at 0.60, below the 0.85 threshold.",code-search,,1370458,camphor 3.1 % / menthol 2.6 % / methyl salicylate 10.1 % Medicated Patch,0.60,below-threshold,Salonpas-Hot is a menthol/methyl salicylate/camphor warming patch; closest composition match
022814,menthol,6750,menthol,,term-join,Q1-exact,,,,not-needed,
022843,gauze bandage [Kerlix],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022850,Sterile Gauze Pad,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022855,gauze bandage [Gauze Roll],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022857,Kerlix,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022862,Kling,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022863,gauze bandage [Sterile Gauze Pad],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022869,gauze bandage [Kerlix],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022879,Gauze Pad,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022887,gauze bandage,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022904,Curity Gauze,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022910,Gauze Sponges,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022914,Intrasite Gel Dressing,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022937,elastic bandage [Stretch Bandage],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022948,elastic bandage [Surepress High Compression],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022983,adhesive tape [Hypafix],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
022989,adhesive tape [Medipore Soft Cloth Tape],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023008,non-adherent bandage,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023014,Dressing Sponges,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023022,non-adherent bandage,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023023,transparent dressings [Tegaderm Frame Style],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023100,sodium chloride [Mesalt],9863,sodium chloride,,term-join,B1-generic,,,,not-needed,
023109,zinc oxide [Unna-Flex Elastic Unna Boot],11423,zinc oxide,,term-join,B1-generic,,,,not-needed,
023111,zinc oxide [Unna-Flex Elastic Unna Boot],11423,zinc oxide,,term-join,B1-generic,,,,not-needed,
023115,white petrolatum,8091,petrolatum,,code-search,,8091,petrolatum,0.85,ok,White petrolatum is petrolatum; base ingredient matches
023120,white petrolatum [Petrolatum Gauze],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023127,"bismuth tribrom-petrolatum,wh [Xeroform Petrolatum Dressing]",47180,bismuth tribromophenate,,code-search,,47180,bismuth tribromophenate,0.85,ok,Active ingredient of Xeroform dressing
023128,Xeroform Petrolatum Dressing,,,"code-search proposed 47180 'bismuth tribromophenate' at 0.75, below the 0.85 threshold.",code-search,,47180,bismuth tribromophenate,0.75,below-threshold,Xeroform's active ingredient in ingredient VS
023131,Xeroflo Gauze Dressing,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023139,UltRAM,220606,Ultram,,term-join,Q1-exact,,,,not-needed,
023143,bacitracin zinc [Antibiotic (bacitracin zinc)],11417,bacitracin zinc,,term-join,B1-generic,,,,not-needed,
023144,BCG live,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023146,artificial saliva (cmce-lytes) [Moi-Stir],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023147,artificial saliva (cmce-lytes),,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023159,Milrinone Lactate,155120,milrinone lactate,,term-join,Q1-exact,,,,not-needed,
023160,Soothe (bismuth subsalicylate),19478,bismuth subsalicylate,,code-search,,19478,bismuth subsalicylate,0.90,ok,Soothe is brand name for bismuth subsalicylate
023175,estriol (bulk),4094,estriol,,term-join,Q3-paren,,,,not-needed,
023177,diphenhydramine-zinc acetate [Benadryl Itch Relief Stick],466522,diphenhydramine / zinc acetate,,code-search,,466522,diphenhydramine / zinc acetate,0.85,ok,FSN matches the ingredient combination exactly
023190,Ketorolac 15mg/1mL 1mL VIAL,860092,ketorolac tromethamine 15 MG in 1 ML Injection,,code-search,,860092,ketorolac tromethamine 15 MG in 1 ML Injection,0.85,ok,"Same drug, strength, volume; vial container closest to Injection form"
023196,Acetaminophen (Liquid) 650mg CUP,161,acetaminophen,,code-search,,161,acetaminophen,0.85,ok,Ingredient match; dose form/strength are non-coded qualifiers
023200,mesalamine,52582,mesalamine,,term-join,Q1-exact,,,,not-needed,
023206,CALCIUM 600/VITAMIN D,608343,calcium carbonate / cholecalciferol,,code-search,,608343,calcium carbonate / cholecalciferol,0.85,ok,Calcium 600 with vitamin D = calcium carbonate + cholecalciferol
023214,dextromethorphan-guaifenesin,214488,dextromethorphan / guaifenesin,,code-search,,214488,dextromethorphan / guaifenesin,0.97,ok,FSN matches input exactly
023245,bisacodyl (bulk),1596,bisacodyl,,term-join,Q3-paren,,,,not-needed,
023270,Vivelle-Dot,4083,estradiol,,code-search,,4083,estradiol,0.85,ok,Vivelle-Dot is estradiol transdermal patch; ingredient estradiol matches
023369,Unasyn,57773,Unasyn,,term-join,Q1-exact,,,,not-needed,
023375,heparin (porcine),5224,heparin,,term-join,Q3-paren,,,,not-needed,
023376,heparin (porcine),5224,heparin,,term-join,Q3-paren,,,,not-needed,
023381,Losartan Potassium 25mg TAB,979485,losartan potassium 25 MG Oral Tablet,,code-search,,979485,losartan potassium 25 MG Oral Tablet,0.98,ok,FSN matches input exactly
023382,losartan [Cozaar],52175,losartan,,term-join,B1-generic,,,,not-needed,
023383,pregnenolone,114052,pregnenolone,,term-join,Q1-exact,,,,not-needed,
023399,Mepron,114972,Mepron,,term-join,Q1-exact,,,,not-needed,
023403,cysteine (L-cysteine),3024,cysteine,,term-join,Q3-paren,,,,not-needed,
023406,selenium,9641,selenium,,term-join,Q1-exact,,,,not-needed,
023441,ZANtac 75,312773,ranitidine 75 MG Oral Tablet,,code-search,,312773,ranitidine 75 MG Oral Tablet,0.85,ok,Zantac 75 is brand for ranitidine 75mg tablet
023443,ciclopirox olamine (bulk),52172,ciclopirox olamine,,term-join,Q3-paren,,,,not-needed,
023444,Vanicream Lite,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023445,zinc acetate,58295,zinc acetate,,term-join,Q1-exact,,,,not-needed,
023446,warfarin,11289,warfarin,,term-join,Q1-exact,,,,not-needed,
023447,Lidocaine Pain Relief,6387,lidocaine,,code-search,,6387,lidocaine,0.85,ok,Base drug lidocaine; 'pain relief' is purpose qualifier
023448,Clobetasol Propionate (Bulk),21245,clobetasol propionate,,term-join,Q3-paren,,,,not-needed,
023456,cyclobenzaprine (bulk),21949,cyclobenzaprine,,term-join,Q3-paren,,,,not-needed,
023458,desipramine,3247,desipramine,,term-join,Q1-exact,,,,not-needed,
023465,losartan-hydrochlorothiazide [Hyzaar],217681,Hyzaar,,term-join,B5-brand,,,,not-needed,
023466,Ipratropium Bromide (Bulk),203212,ipratropium bromide,,term-join,Q3-paren,,,,not-needed,
023470,Miconazole-Lanolin-Skin Cleans,,,"code-search proposed 6932 'miconazole' at 0.60, below the 0.85 threshold.",code-search,,6932,miconazole,0.60,below-threshold,Primary active ingredient of combination product
023471,Estradiol Transdermal Patch,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023472,Estradiol Transdermal Patch,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023473,urine glucose-ketones test [Keto-Diastix],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023474,isosorbide mononitrate [Imdur],28004,isosorbide mononitrate,,term-join,B1-generic,,,,not-needed,
023480,doxepin HCl (bulk),203179,doxepin hydrochloride,,term-join,Q4-paren-salt,,,,not-needed,
023500,aminosalicylic acid [Paser],7833,aminosalicylic acid,,term-join,B1-generic,,,,not-needed,
023508,lactulose [Kristalose],6218,lactulose,,term-join,B1-generic,,,,not-needed,
023513,Trusopt,152463,Trusopt,,term-join,Q1-exact,,,,not-needed,
023538,Coenzyme Q10,21406,ubidecarenone,,code-search,,21406,ubidecarenone,0.85,ok,ubidecarenone is the generic substance name for coenzyme Q10
023541,coenzyme Q10,21406,ubidecarenone,,code-search,,21406,ubidecarenone,0.85,ok,ubidecarenone is the generic substance name for coenzyme Q10
023542,coenzyme Q10,21406,ubidecarenone,,code-search,,21406,ubidecarenone,0.85,ok,ubidecarenone is the generic substance name for coenzyme Q10
023543,Famvir,151733,Famvir,,term-join,Q1-exact,,,,not-needed,
023545,Mesnex,218330,Mesnex,,term-join,Q1-exact,,,,not-needed,
023551,nedocromil [Alocril],31563,nedocromil,,term-join,B1-generic,,,,not-needed,
023564,meclizine,6676,meclizine,,term-join,Q1-exact,,,,not-needed,
023581,metoclopramide HCl,267036,metoclopramide hydrochloride,,term-join,Q2-salt,,,,not-needed,
023591,Univasc,220675,Univasc,,term-join,Q1-exact,,,,not-needed,
023592,Univasc,220675,Univasc,,term-join,Q1-exact,,,,not-needed,
023600,metoprolol tartrate (bulk),203191,metoprolol tartrate,,term-join,Q3-paren,,,,not-needed,
023601,miconazole (bulk),6932,miconazole,,term-join,Q3-paren,,,,not-needed,
023607,niacin,7393,niacin,,term-join,Q1-exact,,,,not-needed,
023608,Nifedipine (Bulk),7417,nifedipine,,term-join,Q3-paren,,,,not-needed,
023616,metronidazole [Flagyl],6922,metronidazole,,term-join,B1-generic,,,,not-needed,
023625,piracetam (bulk),8351,piracetam,,term-join,Q3-paren,,,,not-needed,
023630,nystatin (bulk),7597,nystatin,,term-join,Q3-paren,,,,not-needed,
023634,Advance Plus Intermittent,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023635,diphenhydramine HCl [Valu-Dryl],1362,diphenhydramine hydrochloride,,term-join,B2-generic-salt,,,,not-needed,
023636,witch hazel-glycerin (hamamel),89821,witch hazel,,code-search,,89821,witch hazel,0.85,ok,Primary ingredient; no combined witch hazel-glycerin code exists
023650,Antifungal,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
023657,insulin regular human,253182,"insulin, regular, human",,code-search,,253182,"insulin, regular, human",1.00,ok,
023658,NPH insulin human recomb,253181,"insulin isophane, human",,code-search,,253181,"insulin isophane, human",0.85,ok,"NPH insulin = insulin isophane, human; recomb qualifier not captured"
023669,prilocaine (bulk),8686,prilocaine,,term-join,Q3-paren,,,,not-needed,
023682,phenyleph-shark oil-glyc-pet,1720001,glycerin / petrolatum / phenylephrine / shark liver oil,,code-search,,1720001,glycerin / petrolatum / phenylephrine / shark liver oil,0.95,ok,FSN matches all four components exactly
023683,Preparation H,,,"code-search proposed 1007637 'phenylephrine / witch hazel' at 0.75, below the 0.85 threshold.",code-search,,1007637,phenylephrine / witch hazel,0.75,below-threshold,Preparation H active ingredients; brand with clear clinical referent
023697,Pancrelipase,235379,pancrelipase,,term-join,Q1-exact,,,,not-needed,
023700,naphazoline-pheniramine,597159,naphazoline / pheniramine,,code-search,,597159,naphazoline / pheniramine,0.95,ok,FSN matches the combination product exactly
023701,rifampin (bulk),9384,rifampin,,term-join,Q3-paren,,,,not-needed,
023706,sodium polystyrene sulfonate,56512,sodium polystyrene sulfonate,,term-join,Q1-exact,,,,not-needed,
023708,Sulfamethoxazole (Bulk),10180,sulfamethoxazole,,term-join,Q3-paren,,,,not-needed,
023715,Levbid,217993,Levbid,,term-join,Q1-exact,,,,not-needed,
