mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
Ensure,Ensure,,,,"code-search proposed 819018009 'Nutritionally complete liquid supplement' at 0.80, below the 0.85 threshold.",code-search,,819018009,Nutritionally complete liquid supplement,0.80,below-threshold,Ensure is a nutritionally complete liquid supplement brand
Ensure Clear,Ensure Clear,,,,"code-search proposed 819018009 'Nutritionally complete liquid supplement' at 0.80, below the 0.85 threshold.",code-search,,819018009,Nutritionally complete liquid supplement,0.80,below-threshold,Ensure Clear is a clear liquid nutritional supplement drink
Entacapone,Entacapone,http://www.nlm.nih.gov/research/umls/rxnorm,60307,entacapone,,term-join,Q1-exact,,,,not-needed,
Entecavir,Entecavir,http://www.nlm.nih.gov/research/umls/rxnorm,306266,entecavir,,term-join,Q1-exact,,,,not-needed,
Entecavir Oral Solution,Entecavir Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,485536,entecavir 0.05 MG in 1 mL Oral Solution,,code-search,,485536,entecavir 0.05 MG in 1 mL Oral Solution,0.95,ok,FSN matches entecavir oral solution
Entresto,Entresto,http://www.nlm.nih.gov/research/umls/rxnorm,1656341,Entresto,,term-join,Q1-exact,,,,not-needed,
Entyvio,Entyvio,http://www.nlm.nih.gov/research/umls/rxnorm,1538138,Entyvio,,term-join,Q1-exact,,,,not-needed,
Envarsus XR,Envarsus XR,http://www.nlm.nih.gov/research/umls/rxnorm,1664435,Envarsus,,code-search,,1664435,Envarsus,0.85,ok,Brand name matches; XR is formulation qualifier
Enzalutamide,Enzalutamide,http://www.nlm.nih.gov/research/umls/rxnorm,1307298,enzalutamide,,term-join,Q1-exact,,,,not-needed,
Epclusa,Epclusa,http://www.nlm.nih.gov/research/umls/rxnorm,1799213,Epclusa,,term-join,Q1-exact,,,,not-needed,
Ephedrine Sulfate (Pressors),Ephedrine Sulfate (Pressors),http://www.nlm.nih.gov/research/umls/rxnorm,91166,ephedrine sulfate,,term-join,Q3-paren,,,,not-needed,
EpiPen,EpiPen,http://www.nlm.nih.gov/research/umls/rxnorm,727341,Epipen,,term-join,Q1-exact,,,,not-needed,
Epidiolex,Epidiolex,http://www.nlm.nih.gov/research/umls/rxnorm,2058901,Epidiolex,,term-join,Q1-exact,,,,not-needed,
Epinephrine 1:1000,Epinephrine 1:1000,http://www.nlm.nih.gov/research/umls/rxnorm,310132,EPINEPHrine 1 MG/ML (1:1000) Injectable Solution,,code-search,,310132,EPINEPHrine 1 MG/ML (1:1000) Injectable Solution,0.85,ok,Canonical epinephrine 1:1000 injectable; route unstated but standard referent
Epivir,Epivir,http://www.nlm.nih.gov/research/umls/rxnorm,196478,Epivir,,term-join,Q1-exact,,,,not-needed,
Eplerenone,Eplerenone,http://www.nlm.nih.gov/research/umls/rxnorm,298869,eplerenone,,term-join,Q1-exact,,,,not-needed,
Epoetin Alfa,Epoetin Alfa,http://www.nlm.nih.gov/research/umls/rxnorm,105694,epoetin alfa,,term-join,Q1-exact,,,,not-needed,
Epoetin alfa-epbx (Retacrit),Epoetin alfa-epbx (Retacrit),http://www.nlm.nih.gov/research/umls/rxnorm,2047589,epoetin alfa-epbx,,term-join,Q3-paren,,,,not-needed,
Epoprostenol,Epoprostenol,http://www.nlm.nih.gov/research/umls/rxnorm,8814,epoprostenol,,term-join,Q1-exact,,,,not-needed,
Epoprostenol (Veletri),Epoprostenol (Veletri),http://www.nlm.nih.gov/research/umls/rxnorm,8814,epoprostenol,,term-join,Q3-paren,,,,not-needed,
Epsom Salt,Epsom Salt,http://www.nlm.nih.gov/research/umls/rxnorm,6585,magnesium sulfate,,code-search,,6585,magnesium sulfate,0.85,ok,Epsom salt is magnesium sulfate; exact substance match
Eptifibatide,Eptifibatide,http://www.nlm.nih.gov/research/umls/rxnorm,75635,eptifibatide,,term-join,Q1-exact,,,,not-needed,
Epzicom,Epzicom,http://www.nlm.nih.gov/research/umls/rxnorm,497184,Epzicom,,term-join,Q1-exact,,,,not-needed,
Ergotamine-Caffeine,Ergotamine-Caffeine,http://www.nlm.nih.gov/research/umls/rxnorm,214336,caffeine / ergotamine,,code-search,,214336,caffeine / ergotamine,0.95,ok,FSN matches the combination exactly
EriBULin,EriBULin,http://www.nlm.nih.gov/research/umls/rxnorm,1045453,eribulin,,term-join,Q1-exact,,,,not-needed,
Eribulin,Eribulin,http://www.nlm.nih.gov/research/umls/rxnorm,1045453,eribulin,,term-join,Q1-exact,,,,not-needed,
Erleada,Erleada,http://www.nlm.nih.gov/research/umls/rxnorm,1999582,Erleada,,term-join,Q1-exact,,,,not-needed,
Erlotinib,Erlotinib,http://www.nlm.nih.gov/research/umls/rxnorm,337525,erlotinib,,term-join,Q1-exact,,,,not-needed,
Errin,Errin,http://www.nlm.nih.gov/research/umls/rxnorm,831533,Errin 28 Day Pack,,code-search,,831533,Errin 28 Day Pack,0.85,ok,Errin is a brand of norethindrone; candidate matches brand name
Ertapenem Graded Challenge,Ertapenem Graded Challenge,http://www.nlm.nih.gov/research/umls/rxnorm,325642,ertapenem,,code-search,,325642,ertapenem,0.85,ok,"Medication VS; graded challenge is procedure context, drug is ertapenem"
Ertapenem Sodium,Ertapenem Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,353107,ertapenem sodium,,term-join,Q1-exact,,,,not-needed,
Erwinaze,Erwinaze,http://www.nlm.nih.gov/research/umls/rxnorm,1232186,Erwinaze,,term-join,Q1-exact,,,,not-needed,
Ery-Tab,Ery-Tab,http://www.nlm.nih.gov/research/umls/rxnorm,202609,Ery-Tab,,term-join,Q1-exact,,,,not-needed,
Erythromycin,Erythromycin,http://www.nlm.nih.gov/research/umls/rxnorm,4053,erythromycin,,term-join,Q1-exact,,,,not-needed,
Erythromycin 0.5% Ophth Oint,Erythromycin 0.5% Ophth Oint,http://www.nlm.nih.gov/research/umls/rxnorm,310149,erythromycin 0.5 % (5 MG/GM) Ophthalmic Ointment,,code-search,,310149,erythromycin 0.5 % (5 MG/GM) Ophthalmic Ointment,0.95,ok,FSN matches input exactly
Erythromycin Ethylsuccinate Suspension,Erythromycin Ethylsuccinate Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,4056,erythromycin ethylsuccinate,,code-search,,4056,erythromycin ethylsuccinate,0.85,ok,Base concept matches drug; suspension is dosage form qualifier
Esbriet,Esbriet,http://www.nlm.nih.gov/research/umls/rxnorm,1592280,Esbriet,,term-join,Q1-exact,,,,not-needed,
Escitalopram Oxalate,Escitalopram Oxalate,http://www.nlm.nih.gov/research/umls/rxnorm,353108,escitalopram oxalate,,term-join,Q1-exact,,,,not-needed,
Esmolol,Esmolol,http://www.nlm.nih.gov/research/umls/rxnorm,49737,esmolol,,term-join,Q1-exact,,,,not-needed,
Esmolol Study Control (0.9% NaCl),Esmolol Study Control (0.9% NaCl),http://www.nlm.nih.gov/research/umls/rxnorm,313002,sodium chloride 0.9 % Injectable Solution,,code-search,,313002,sodium chloride 0.9 % Injectable Solution,0.85,ok,Study control is 0.9% NaCl (normal saline); matches the control substance
Esmolol study drug,Esmolol study drug,http://www.nlm.nih.gov/research/umls/rxnorm,49737,esmolol,,code-search,,49737,esmolol,0.85,ok,Core concept is esmolol; 'study drug' is a non-coded qualifier
Esomeprazole,Esomeprazole,http://www.nlm.nih.gov/research/umls/rxnorm,283742,esomeprazole,,term-join,Q1-exact,,,,not-needed,
Esomeprazole sodium,Esomeprazole sodium,http://www.nlm.nih.gov/research/umls/rxnorm,1294569,esomeprazole sodium,,term-join,Q1-exact,,,,not-needed,
Ester-C with Bioflavonoids,Ester-C with Bioflavonoids,http://snomed.info/sct,43706004,Ascorbic acid,,code-search,,43706004,Ascorbic acid,0.85,ok,Ester-C is a vitamin C product; primary substance is ascorbic acid
Estrace,Estrace,http://www.nlm.nih.gov/research/umls/rxnorm,202619,Estrace,,term-join,Q1-exact,,,,not-needed,
Estradiol,Estradiol,http://www.nlm.nih.gov/research/umls/rxnorm,4083,estradiol,,term-join,Q1-exact,,,,not-needed,
Estradiol Transdermal Patch,Estradiol Transdermal Patch,http://snomed.info/sct,779184003,Estradiol only product in transdermal dose form,,code-search,,779184003,Estradiol only product in transdermal dose form,0.85,ok,Generic estradiol transdermal patch; parent avoids unstated dose
Estrogens Conjugated,Estrogens Conjugated,http://www.nlm.nih.gov/research/umls/rxnorm,4099,"estrogens, conjugated (USP)",,code-search,,4099,"estrogens, conjugated (USP)",0.87,ok,
Ethacrynate Sodium,Ethacrynate Sodium,http://www.nlm.nih.gov/research/umls/rxnorm,4108,ethacrynate sodium,,term-join,Q1-exact,,,,not-needed,
Ethacrynic Acid,Ethacrynic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,4109,ethacrynic acid,,term-join,Q1-exact,,,,not-needed,
Ethambutol HCl,Ethambutol HCl,http://www.nlm.nih.gov/research/umls/rxnorm,142435,ethambutol hydrochloride,,term-join,Q2-salt,,,,not-needed,
Ethanol 10% Catheter DWELL,Ethanol 10% Catheter DWELL,http://snomed.info/sct,419442005,Ethanol,,code-search,,419442005,Ethanol,0.85,ok,Base substance Ethanol; 10% and catheter dwell are qualifiers
Ethanol 70% Catheter DWELL (Tunneled Access Line),Ethanol 70% Catheter DWELL (Tunneled Access Line),,,,"code-search proposed 419442005 'Ethanol' at 0.80, below the 0.85 threshold.",code-search,,419442005,Ethanol,0.80,below-threshold,Base substance Ethanol; 70% concentration not separately coded
Ethyl Chloride 100% Spray,Ethyl Chloride 100% Spray,http://www.nlm.nih.gov/research/umls/rxnorm,315097,ethyl chloride 100 % Topical Spray,,code-search,,315097,ethyl chloride 100 % Topical Spray,0.98,ok,FSN matches input exactly
Etomidate,Etomidate,http://www.nlm.nih.gov/research/umls/rxnorm,4177,etomidate,,term-join,Q1-exact,,,,not-needed,
Etoposide,Etoposide,http://www.nlm.nih.gov/research/umls/rxnorm,4179,etoposide,,term-join,Q1-exact,,,,not-needed,
Etoposide*,Etoposide*,http://www.nlm.nih.gov/research/umls/rxnorm,4179,etoposide,,term-join,Q1-exact,,,,not-needed,
Etravirine,Etravirine,http://www.nlm.nih.gov/research/umls/rxnorm,475969,etravirine,,term-join,Q1-exact,,,,not-needed,
Evamist,Evamist,http://www.nlm.nih.gov/research/umls/rxnorm,728119,Evamist,,term-join,Q1-exact,,,,not-needed,
Everolimus,Everolimus,http://www.nlm.nih.gov/research/umls/rxnorm,141704,everolimus,,term-join,Q1-exact,,,,not-needed,
Everolimus Study Med,Everolimus Study Med,http://www.nlm.nih.gov/research/umls/rxnorm,141704,everolimus,,code-search,,141704,everolimus,0.85,ok,Base concept everolimus; 'Study Med' is a non-coded qualifier
Evista,Evista,http://www.nlm.nih.gov/research/umls/rxnorm,217010,Evista,,term-join,Q1-exact,,,,not-needed,
Evotaz,Evotaz,http://www.nlm.nih.gov/research/umls/rxnorm,1601655,Evotaz,,term-join,Q1-exact,,,,not-needed,
Evoxac,Evoxac,http://www.nlm.nih.gov/research/umls/rxnorm,261514,Evoxac,,term-join,Q1-exact,,,,not-needed,
Ex-Lax Maximum Strength,Ex-Lax Maximum Strength,http://www.nlm.nih.gov/research/umls/rxnorm,36387,"sennosides, USP",,code-search,,36387,"sennosides, USP",0.85,ok,Ex-Lax is a senna laxative; active ingredient sennosides
Exalgo ER,Exalgo ER,http://snomed.info/sct,44508008,Hydromorphone,,code-search,,44508008,Hydromorphone,0.85,ok,Exalgo ER is extended-release hydromorphone; substance is hydromorphone
Excedrin Extra Strength,Excedrin Extra Strength,http://www.nlm.nih.gov/research/umls/rxnorm,466584,acetaminophen / aspirin / caffeine,,code-search,,466584,acetaminophen / aspirin / caffeine,0.85,ok,Excedrin Extra Strength is brand for this combination
Excedrin Migraine,Excedrin Migraine,http://www.nlm.nih.gov/research/umls/rxnorm,466584,acetaminophen / aspirin / caffeine,,code-search,,466584,acetaminophen / aspirin / caffeine,0.85,ok,Excedrin Migraine is brand for this combination; no exact brand code exists
Excedrin Tension Headache,Excedrin Tension Headache,http://www.nlm.nih.gov/research/umls/rxnorm,405058,Excedrin Tension Headache,,term-join,Q1-exact,,,,not-needed,
Exelon,Exelon,http://www.nlm.nih.gov/research/umls/rxnorm,225807,Exelon,,term-join,Q1-exact,,,,not-needed,
Exemestane,Exemestane,http://www.nlm.nih.gov/research/umls/rxnorm,258494,exemestane,,term-join,Q1-exact,,,,not-needed,
Exjade,Exjade,http://www.nlm.nih.gov/research/umls/rxnorm,614084,Exjade,,term-join,Q1-exact,,,,not-needed,
Extavia,Extavia,http://www.nlm.nih.gov/research/umls/rxnorm,860241,Extavia,,term-join,Q1-exact,,,,not-needed,
Eye Vitamin and Minerals,Eye Vitamin and Minerals,,,,"code-search proposed 1044961000168105 'Vitamins, minerals and trace elements' at 0.80, below the 0.85 threshold.",code-search,,1044961000168105,"Vitamins, minerals and trace elements",0.80,below-threshold,Eye is indication qualifier; base substance is vitamins and minerals
Ezetimibe,Ezetimibe,http://www.nlm.nih.gov/research/umls/rxnorm,341248,ezetimibe,,term-join,Q1-exact,,,,not-needed,
FLAGYL,FLAGYL,http://www.nlm.nih.gov/research/umls/rxnorm,202866,Flagyl,,term-join,Q1-exact,,,,not-needed,
FLOmax,FLOmax,http://www.nlm.nih.gov/research/umls/rxnorm,190283,Flomax,,term-join,Q1-exact,,,,not-needed,
FLUCONAZOLE,FLUCONAZOLE,http://www.nlm.nih.gov/research/umls/rxnorm,4450,fluconazole,,term-join,Q1-exact,,,,not-needed,
FLUoxetine,FLUoxetine,http://www.nlm.nih.gov/research/umls/rxnorm,4493,fluoxetine,,term-join,Q1-exact,,,,not-needed,
FORMOTEROL 20mcg / PLACEBO,FORMOTEROL 20mcg / PLACEBO,http://www.nlm.nih.gov/research/umls/rxnorm,1246319,formoterol fumarate 20 MCG per 2 ML Inhalation Solution,,code-search,,1246319,formoterol fumarate 20 MCG per 2 ML Inhalation Solution,0.85,ok,Formoterol 20mcg matches; placebo is study context not coded
Factor 7a recombinant,Factor 7a recombinant,http://www.nlm.nih.gov/research/umls/rxnorm,2386863,coagulation factor VIIa (recombinant)-jncw,,code-search,,2386863,coagulation factor VIIa (recombinant)-jncw,0.85,ok,FSN matches Factor 7a recombinant
Factor 8 recombinant,Factor 8 recombinant,http://www.nlm.nih.gov/research/umls/rxnorm,253151,recombinant antihemophilic factor VIII,,code-search,,253151,recombinant antihemophilic factor VIII,0.95,ok,FSN matches recombinant factor VIII exactly
Factor 9 recombinant,Factor 9 recombinant,http://www.nlm.nih.gov/research/umls/rxnorm,1300488,nonacog alfa,,code-search,,1300488,nonacog alfa,0.85,ok,Coagulation factor IX recombinant; matches Factor 9 recombinant
Falmina (28),Falmina (28),http://www.nlm.nih.gov/research/umls/rxnorm,1304988,FALMINA 28 Day Pack,,code-search,,1304988,FALMINA 28 Day Pack,0.95,ok,FSN matches input exactly
Famotidine,Famotidine,http://www.nlm.nih.gov/research/umls/rxnorm,4278,famotidine,,term-join,Q1-exact,,,,not-needed,
Famotidine (IV),Famotidine (IV),http://www.nlm.nih.gov/research/umls/rxnorm,4278,famotidine,,term-join,Q3-paren,,,,not-needed,
Famvir,Famvir,http://www.nlm.nih.gov/research/umls/rxnorm,151733,Famvir,,term-join,Q1-exact,,,,not-needed,
Farxiga,Farxiga,http://www.nlm.nih.gov/research/umls/rxnorm,1486972,Farxiga,,term-join,Q1-exact,,,,not-needed,
Fat Emulsion 20%,Fat Emulsion 20%,http://www.nlm.nih.gov/research/umls/rxnorm,200317,soybean oil 20 % Injectable Suspension,,code-search,,200317,soybean oil 20 % Injectable Suspension,0.85,ok,Fat emulsion 20% is parenteral nutrition lipid emulsion; soybean oil 20% matches
Fat Emulsion 20% (INTRAlipid),Fat Emulsion 20% (INTRAlipid),http://www.nlm.nih.gov/research/umls/rxnorm,200317,soybean oil 20 % Injectable Suspension,,code-search,,200317,soybean oil 20 % Injectable Suspension,0.85,ok,Intralipid is a 20% soybean oil fat emulsion; matches meaning
Febuxostat,Febuxostat,http://www.nlm.nih.gov/research/umls/rxnorm,73689,febuxostat,,term-join,Q1-exact,,,,not-needed,
Feiba NF,Feiba NF,http://www.nlm.nih.gov/research/umls/rxnorm,314504,anti-inhibitor coagulant complex,,code-search,,314504,anti-inhibitor coagulant complex,0.85,ok,Feiba NF is brand for anti-inhibitor coagulant complex
Felbamate,Felbamate,http://www.nlm.nih.gov/research/umls/rxnorm,24812,felbamate,,term-join,Q1-exact,,,,not-needed,
Felbatol,Felbatol,http://www.nlm.nih.gov/research/umls/rxnorm,224900,Felbatol,,term-join,Q1-exact,,,,not-needed,
Felodipine,Felodipine,http://www.nlm.nih.gov/research/umls/rxnorm,4316,felodipine,,term-join,Q1-exact,,,,not-needed,
Femara,Femara,http://www.nlm.nih.gov/research/umls/rxnorm,203769,Femara,,term-join,Q1-exact,,,,not-needed,
Femhrt Low Dose,Femhrt Low Dose,http://www.nlm.nih.gov/research/umls/rxnorm,384410,ethinyl estradiol / norethindrone,,code-search,,384410,ethinyl estradiol / norethindrone,0.85,ok,Femhrt is brand for ethinyl estradiol/norethindrone; low dose is qualifier
Fenofibrate,Fenofibrate,http://www.nlm.nih.gov/research/umls/rxnorm,8703,fenofibrate,,term-join,Q1-exact,,,,not-needed,
Fenoglide,Fenoglide,http://www.nlm.nih.gov/research/umls/rxnorm,763247,Fenoglide,,term-join,Q1-exact,,,,not-needed,
Fentanyl Citrate,Fentanyl Citrate,http://www.nlm.nih.gov/research/umls/rxnorm,142436,fentanyl citrate,,term-join,Q1-exact,,,,not-needed,
Fentanyl Infusion – Comfort Care Guidelines,Fentanyl Infusion – Comfort Care Guidelines,http://www.nlm.nih.gov/research/umls/rxnorm,4337,fentanyl,,code-search,,4337,fentanyl,0.85,ok,Core medication is fentanyl; comfort care context not a coded ingredient
Fentanyl Intradermal,Fentanyl Intradermal,http://snomed.info/sct,373492002,Fentanyl,,code-search,,373492002,Fentanyl,0.85,ok,Substance is Fentanyl; intradermal is route qualifier not a substance
Fentanyl PCA,Fentanyl PCA,http://www.nlm.nih.gov/research/umls/rxnorm,4337,fentanyl,,code-search,,4337,fentanyl,0.85,ok,"Fentanyl is the drug; PCA is administration route, not separate concept"
Fentanyl Patch,Fentanyl Patch,http://snomed.info/sct,373492002,Fentanyl,,code-search,,373492002,Fentanyl,0.85,ok,"Substance VS; patch is delivery form, substance is Fentanyl"
Feosol,Feosol,http://www.nlm.nih.gov/research/umls/rxnorm,217091,Feosol,,term-join,Q1-exact,,,,not-needed,
Feraheme,Feraheme,http://www.nlm.nih.gov/research/umls/rxnorm,854775,Feraheme,,term-join,Q1-exact,,,,not-needed,
Ferocon,Ferocon,http://www.nlm.nih.gov/research/umls/rxnorm,1087205,Ferocon,,term-join,Q1-exact,,,,not-needed,
Ferric Citrate,Ferric Citrate,http://www.nlm.nih.gov/research/umls/rxnorm,1594675,ferric citrate,,term-join,Q1-exact,,,,not-needed,
Ferric Gluconate,Ferric Gluconate,http://www.nlm.nih.gov/research/umls/rxnorm,261435,sodium ferric gluconate complex,,code-search,,261435,sodium ferric gluconate complex,0.90,ok,Ferric gluconate refers to sodium ferric gluconate complex
Ferric Gluconate Desensitization,Ferric Gluconate Desensitization,http://snomed.info/sct,116130008,Sodium ferric gluconate complex,,code-search,,116130008,Sodium ferric gluconate complex (substance),0.85,ok,Substance VS; ferric gluconate maps to sodium ferric gluconate complex substance
Ferro-Sequels (iron-vit c),Ferro-Sequels (iron-vit c),http://www.nlm.nih.gov/research/umls/rxnorm,92702,Ferro-Sequels,,term-join,Q3-paren,,,,not-needed,
Ferrous GLUCONATE,Ferrous GLUCONATE,http://www.nlm.nih.gov/research/umls/rxnorm,24942,ferrous gluconate,,term-join,Q1-exact,,,,not-needed,
Ferrous Sulfate,Ferrous Sulfate,http://www.nlm.nih.gov/research/umls/rxnorm,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
Ferrous Sulfate (Liquid),Ferrous Sulfate (Liquid),http://www.nlm.nih.gov/research/umls/rxnorm,24947,ferrous sulfate,,term-join,Q3-paren,,,,not-needed,
Ferumoxytol,Ferumoxytol,http://www.nlm.nih.gov/research/umls/rxnorm,473387,ferumoxytol,,term-join,Q1-exact,,,,not-needed,
Fetzima,Fetzima,http://www.nlm.nih.gov/research/umls/rxnorm,1433218,Fetzima,,term-join,Q1-exact,,,,not-needed,
Fexofenadine,Fexofenadine,http://www.nlm.nih.gov/research/umls/rxnorm,87636,fexofenadine,,term-join,Q1-exact,,,,not-needed,
Fiasp FlexTouch U-100 Insulin,Fiasp FlexTouch U-100 Insulin,http://www.nlm.nih.gov/research/umls/rxnorm,1653205,"insulin aspart, human 100 UNT/ML Pen Injector",,code-search,,1653205,"insulin aspart, human 100 UNT/ML Pen Injector",0.85,ok,Fiasp is insulin aspart; FlexTouch is a pen injector
Fiasp U-100 Insulin,Fiasp U-100 Insulin,http://www.nlm.nih.gov/research/umls/rxnorm,311040,insulin aspart 100 UNT/ML Injectable Solution,,code-search,,311040,insulin aspart 100 UNT/ML Injectable Solution,0.85,ok,Fiasp is a brand of fast-acting insulin aspart; matches this formulation
Fiber (psyllium husk),Fiber (psyllium husk),http://www.nlm.nih.gov/research/umls/rxnorm,70727,fiber,,term-join,Q3-paren,,,,not-needed,
Fiber Gummies (with chromium),Fiber Gummies (with chromium),,,,"code-search proposed 37202001 'Plant fiber' at 0.80, below the 0.85 threshold.",code-search,,37202001,Plant fiber,0.80,below-threshold,Fiber gummies are a dietary fiber supplement; plant fiber matches the fiber component
FiberCon,FiberCon,http://www.nlm.nih.gov/research/umls/rxnorm,217120,FiberCon,,term-join,Q1-exact,,,,not-needed,
Fidaxomicin,Fidaxomicin,http://www.nlm.nih.gov/research/umls/rxnorm,1111103,fidaxomicin,,term-join,Q1-exact,,,,not-needed,
Filgrastim,Filgrastim,http://www.nlm.nih.gov/research/umls/rxnorm,68442,filgrastim,,term-join,Q1-exact,,,,not-needed,
