mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,ndc_property_rxcui,ndc_property_display,display_rxcui,display_source
00078024815,Neoral,http://www.nlm.nih.gov/research/umls/rxnorm,835911,Neoral 100 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 835911. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,835911,Neoral 100 MG Oral Capsule,202817,Neoral
00078024915,Letrozole,http://www.nlm.nih.gov/research/umls/rxnorm,153124,Femara 2.5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 153124. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,153124,Femara 2.5 MG Oral Tablet,72965,Letrozole
00078027422,Neoral,http://www.nlm.nih.gov/research/umls/rxnorm,835899,NEORAL 100 MG in 1 mL Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 835899. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,835899,NEORAL 100 MG in 1 mL Oral Solution,202817,Neoral
00078031154,Calcitonin Salmon,http://www.nlm.nih.gov/research/umls/rxnorm,261204,Miacalcin 200 UNT/ACTUAT Nasal Spray,"RxNorm 20231106 lists this NDC on RxCUI 261204. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,261204,Miacalcin 200 UNT/ACTUAT Nasal Spray,36118,Calcitonin Salmon
00078032306,Rivastigmine,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Rivastigmine' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078032406,rivastigmine tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,994808,rivastigmine tartrate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'rivastigmine tartrate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,994808,rivastigmine tartrate
00078032705,*NF* Entacapone,http://www.nlm.nih.gov/research/umls/rxnorm,261318,Comtan 200 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 261318. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,261318,Comtan 200 MG Oral Tablet,,
00078033184,Basiliximab,http://www.nlm.nih.gov/research/umls/rxnorm,1656650,Simulect 20 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 1656650. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1656650,Simulect 20 MG Injection,196102,Basiliximab
00078033705,Trileptal,http://www.nlm.nih.gov/research/umls/rxnorm,261360,Trileptal 300 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 261360. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,261360,Trileptal 300 MG Oral Tablet,261680,Trileptal
00078033931,rivastigmine tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,994808,rivastigmine tartrate,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'rivastigmine tartrate', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,994808,rivastigmine tartrate
00078034161,SandoSTATIN LAR Depot,http://www.nlm.nih.gov/research/umls/rxnorm,219799,Sandostatin LAR,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'SandoSTATIN LAR Depot', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,219799,SandoSTATIN LAR Depot
00078034261,"octreotide,microspheres",,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'octreotide,microspheres' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078034445,Vivelle-Dot,http://www.nlm.nih.gov/research/umls/rxnorm,310176,Vivelle dot 0.05 MG/Day Twice Weekly Transdermal System,"RxNorm 20231106 lists this NDC on RxCUI 310176. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,310176,Vivelle dot 0.05 MG/Day Twice Weekly Transdermal System,4083,Vivelle-Dot
00078034905,Ergotamine-Caffeine,http://www.nlm.nih.gov/research/umls/rxnorm,214336,caffeine / ergotamine,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Ergotamine-Caffeine', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,214336,Ergotamine-Caffeine
00078035105,Starlix,http://www.nlm.nih.gov/research/umls/rxnorm,284529,STARLiX 60 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 284529. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,284529,STARLiX 60 MG Oral Tablet,,
00078035752,Oxcarbazepine,http://www.nlm.nih.gov/research/umls/rxnorm,351992,Trileptal 300 MG in 5 mL Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 351992. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,351992,Trileptal 300 MG in 5 mL Oral Suspension,32624,Oxcarbazepine
00078035806,Valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,69749,valsartan,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Valsartan', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,69749,Valsartan
00078035834,Valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,351761,Diovan 80 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 351761. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,351761,Diovan 80 MG Oral Tablet,69749,Valsartan
00078035906,Valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,69749,valsartan,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Valsartan', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,69749,Valsartan
00078035934,Valsartan,http://www.nlm.nih.gov/research/umls/rxnorm,351762,Diovan 160 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 351762. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,351762,Diovan 160 MG Oral Tablet,69749,Valsartan
00078036545,Vivelle-Dot,http://www.nlm.nih.gov/research/umls/rxnorm,284378,Vivelle dot 0.025 MG/Day Twice Weekly Transdermal System,"RxNorm 20231106 lists this NDC on RxCUI 284378. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,284378,Vivelle dot 0.025 MG/Day Twice Weekly Transdermal System,4083,Vivelle-Dot
00078036815,Famvir,http://www.nlm.nih.gov/research/umls/rxnorm,151733,Famvir,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Famvir', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,151733,Famvir
00078036864,Famvir,http://www.nlm.nih.gov/research/umls/rxnorm,151733,Famvir,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Famvir', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,151733,Famvir
00078037742,CombiPatch,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'CombiPatch' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078038566,Myfortic,http://www.nlm.nih.gov/research/umls/rxnorm,616450,Myfortic 180 MG Delayed Release Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 616450. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,616450,Myfortic 180 MG Delayed Release Oral Tablet,,
00078038725,Zoledronic Acid,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Zoledronic Acid' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078040105,*NF* Imatinib Mesylate,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label '*NF* Imatinib Mesylate' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00078040134,*NF* Imatinib Mesylate,http://www.nlm.nih.gov/research/umls/rxnorm,404588,Gleevec 100 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 404588. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,404588,Gleevec 100 MG Oral Tablet,,
00078040605,Lotrel,http://www.nlm.nih.gov/research/umls/rxnorm,898358,Lotrel 5 MG / 20 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 898358. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,898358,Lotrel 5 MG / 20 MG Oral Capsule,,
00078041420,Everolimus,http://www.nlm.nih.gov/research/umls/rxnorm,977436,Zortress 0.5 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 977436. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,977436,Zortress 0.5 MG Oral Tablet,141704,Everolimus
00078041520,Everolimus,http://www.nlm.nih.gov/research/umls/rxnorm,977440,Zortress 0.75 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 977440. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,977440,Zortress 0.75 MG Oral Tablet,141704,Everolimus
00078041561,Everolimus,http://www.nlm.nih.gov/research/umls/rxnorm,977440,Zortress 0.75 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 977440. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,977440,Zortress 0.75 MG Oral Tablet,141704,Everolimus
00078041720,Everolimus,http://www.nlm.nih.gov/research/umls/rxnorm,977431,Zortress 0.25 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 977431. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,977431,Zortress 0.25 MG Oral Tablet,141704,Everolimus
